Textbox8,tbToday,Textbox2
All Instrument Types By Location,Report Generated: 3/9/2012,Total Instruments (761)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LocationCode,SubsiteName,SiteNumber,SiteCode,NodeTypeName,NodeSequence,SensorInstrumentName,SensorInstrumentClass,SensorCount
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,pressure_SF_tidal,PREST,1
RS03AXBS-MJ03A,Axial Base,03,AXBS,MJ (MP Jbox),03A,Velocity_point_3D_turb,VEL3D,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,CTD_profiler,CTDPF,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,oxygen_dissolved_stable,DOSTA,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Fluorometer_three_wavelength,FLORT,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,attenuation_absorption_optical,OPTAA,1
RS03AXVM-DP03A,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,Velocity_point_3D_turb,VEL3D,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,Velocity_Profile_Short_Range,ADCPT,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,camera_digital_still_strobe,CAMDS,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,CTD_profiler,CTDPF,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,oxygen_dissolved_stable,DOSTA,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,Fluorometer_two_wavelength,FLORD,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,Hydrophone_BB_passive,HYDBB,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,pH_stable,PHSEN,1
RS03AXVM-FJ03A,Axial Mooring,03,AXVM,FJ (200 m Platform),03A,Velocity_profile_50m_turb,VADCP,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Velocity_Profile_Short_Range,ADCPT,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,CTD_profiler,CTDPF,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,oxygen_dissolved_stable,DOSTA,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,IES_pressure_velocity,HPIES,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,Hydrophone_BB_passive,HYDBB,1
RS03AXVM-LJ03A,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,attenuation_absorption_optical,OPTAA,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,CTD_profiler,CTDPF,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,oxygen_dissolved_fastresp,DOFST,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,Fluorometer_three_wavelength,FLORT,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,nutrient_Nitrate,NUTNR,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,attenuation_absorption_optical,OPTAA,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,PAR,PARAD,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,pCO2_water,PCO2W,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,pH_stable,PHSEN,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,spectral_irradiance,SPKIR,1
RS03AXVM-SP03A,Axial Mooring,03,AXVM,SP (Surface-Piercing Profiler / Shallow Profiler),03A,Velocity_point_3D_turb,VEL3D,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,pressure_bottom_tilt,BOTPT,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Hydrophone_LF_passive,HYDLF,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Seismometer_BB_triaxial_keck,OBSBK,1
RS03ECAL-MJ03E,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,Seismometer_shortperiod,OBSSP,1
RS03NCAL-MJ03F,Northern Caldera,03,NCAL,MJ (MP Jbox),03F,pressure_bottom_tilt,BOTPT,1
RS03NCAL-MJ03F,Northern Caldera,03,NCAL,MJ (MP Jbox),03F,Hydrophone_LF_passive,HYDLF,1
RS03NCAL-MJ03F,Northern Caldera,03,NCAL,MJ (MP Jbox),03F,Seismometer_BB_triaxial_accel,OBSBB,1
RS03NCAL-MJ03F,Northern Caldera,03,NCAL,MJ (MP Jbox),03F,Seismometer_shortperiod,OBSSP,1

