Textbox8,tbToday,Textbox2
Reference Designators,Report Generated: 3/9/2012,Total Instruments (761)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,SubsiteName,SitePrefix,SiteSuffix,Textbox11,NodeSiteSequence,PortNumber,InstrumentClass,InstrumentSeries,InstrumentSequence,PortMinDepth,PortMaxDepth
GI05MOAS-GL002-01-FLORD0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,0,999,,
GI05MOAS-GL002-02-DOSTA0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,0,999,,
GI05MOAS-GL002-04-CTDGV0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,04,CTDGV,0,999,,
GI05MOAS-GL003-01-FLORD0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,0,999,,
GI05MOAS-GL003-02-DOSTA0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,0,999,,
GI05MOAS-GL003-04-CTDGV0999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,04,CTDGV,0,999,,
GP02HYPM-MP003-01-ZPLSG0999,Station Papa Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,0,999,150,150
GP02HYPM-SP001-01-FLORD0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,01,FLORD,0,999,150,150
GP02HYPM-SP001-02-PCO2W0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,02,PCO2W,0,999,150,150
GP02HYPM-SP001-03-DOSTA0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,03,DOSTA,0,999,150,150
GP02HYPM-SP001-04-CTDPF0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,04,CTDPF,0,999,150,150
GP02HYPM-SP001-05-OPTAA0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,05,OPTAA,0,999,150,150
GP02HYPM-SP001-06-NUTNR0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,06,NUTNR,0,999,150,150
GP02HYPM-SP001-07-SPKIR0999,Station Papa Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,07,SPKIR,0,999,150,150
GP02HYPM-WF002-01-FLORD0999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,0,999,4200,4200
GP02HYPM-WF002-03-DOSTA0999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,0,999,4200,4200
GP02HYPM-WF002-04-CTDPF0999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,0,999,4200,4200
GP02HYPM-WF002-05-VEL3D0999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,0,999,4200,4200
GP03FLMA-RI001-01-FLORD0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GP03FLMA-RI001-02-PHSEN0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GP03FLMA-RI001-03-DOSTA0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GP03FLMA-RI001-04-ADCPS0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GP03FLMA-RI001-06-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GP03FLMA-RI001-07-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GP03FLMA-RI001-08-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GP03FLMA-RI001-09-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GP03FLMA-RI001-10-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GP03FLMA-RI001-11-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GP03FLMA-RI001-12-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GP03FLMA-RI001-13-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GP03FLMA-RI001-14-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GP03FLMA-RI001-15-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GP03FLMA-RI001-16-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GP03FLMA-RI001-17-CTDMO0999,Station Papa Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GP03FLMB-RI001-01-FLORD0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GP03FLMB-RI001-02-PHSEN0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GP03FLMB-RI001-03-DOSTA0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GP03FLMB-RI001-04-ADCPS0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GP03FLMB-RI001-06-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GP03FLMB-RI001-07-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GP03FLMB-RI001-08-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GP03FLMB-RI001-09-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GP03FLMB-RI001-10-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GP03FLMB-RI001-11-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GP03FLMB-RI001-12-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GP03FLMB-RI001-13-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GP03FLMB-RI001-14-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GP03FLMB-RI001-15-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GP03FLMB-RI001-16-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GP03FLMB-RI001-17-CTDMO0999,Station Papa Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GP05MOAS-GL001-01-FLORD0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,0,999,1000,1000
GP05MOAS-GL001-02-DOSTA0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,0,999,1000,1000
GP05MOAS-GL001-04-CTDGV0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,04,CTDGV,0,999,1000,1000
GP05MOAS-GL002-01-FLORD0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,0,999,1000,1000
GP05MOAS-GL002-02-DOSTA0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,0,999,1000,1000
GP05MOAS-GL002-04-CTDGV0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,04,CTDGV,0,999,1000,1000
GP05MOAS-GL003-01-FLORD0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,0,999,1000,1000
GP05MOAS-GL003-02-DOSTA0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,0,999,1000,1000
GP05MOAS-GL003-04-CTDGV0999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,04,CTDGV,0,999,1000,1000
GS01SUMO-RI002-02-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,02,CTDMO,0,999,15,15
GS01SUMO-RI002-03-ADCPS0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,03,ADCPS,0,999,15,15
GS01SUMO-RI002-04-FLORD0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORD,0,999,15,15
GS01SUMO-RI002-05-VELPT0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,0,999,15,15
GS01SUMO-RI003-01-PHSEN0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,0,999,20,20
GS01SUMO-RI003-02-PHSEN0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,0,999,100,100
GS01SUMO-RI003-03-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,03,CTDMO,0,999,20,20
GS01SUMO-RI003-04-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,04,CTDMO,0,999,40,40
GS01SUMO-RI003-05-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,05,CTDMO,0,999,60,60
GS01SUMO-RI003-06-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,06,CTDMO,0,999,90,90
GS01SUMO-RI003-07-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,07,CTDMO,0,999,130,130
GS01SUMO-RI003-08-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,08,CTDMO,0,999,180,180
GS01SUMO-RI003-09-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,09,CTDMO,0,999,250,250
GS01SUMO-RI003-10-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,10,CTDMO,0,999,350,350
GS01SUMO-RI003-11-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,11,CTDMO,0,999,500,500
GS01SUMO-RI003-12-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,12,CTDMO,0,999,750,750
GS01SUMO-RI003-13-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,13,CTDMO,0,999,1000,1000
GS01SUMO-RI003-14-CTDMO0999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,14,CTDMO,0,999,1500,1500
GS01SUMO-SB001-01-METBK0999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,0,999,,
GS01SUMO-SB001-02-METBK0999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,0,999,,
GS01SUMO-SB001-03-PCO2A0999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,03,PCO2A,0,999,,
GS01SUMO-SB001-04-FDCHP0999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,04,FDCHP,0,999,,
GS01SUMO-SB001-05-WAVSS0999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,0,999,,
GS02HYPM-MP003-01-ZPLSG0999,Southern Ocean Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,0,999,150,150
GS02HYPM-SP001-01-FLORD0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,01,FLORD,0,999,150,150
GS02HYPM-SP001-02-PCO2W0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,02,PCO2W,0,999,150,150
GS02HYPM-SP001-03-DOSTA0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,03,DOSTA,0,999,150,150
GS02HYPM-SP001-04-CTDPF0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,04,CTDPF,0,999,150,150
GS02HYPM-SP001-05-OPTAA0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,05,OPTAA,0,999,150,150
GS02HYPM-SP001-06-NUTNR0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,06,NUTNR,0,999,150,150
GS02HYPM-SP001-07-SPKIR0999,Southern Ocean Hybrid Profiler,02,HYPM,SP (Surface-Piercing Profiler / Shallow Profiler),001,07,SPKIR,0,999,150,150
GS02HYPM-WF002-01-FLORD0999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,0,999,4200,4200
GS02HYPM-WF002-03-DOSTA0999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,0,999,4200,4200
GS02HYPM-WF002-04-CTDPF0999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,0,999,4200,4200
GS02HYPM-WF002-05-VEL3D0999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,0,999,4200,4200
GS03FLMA-RI001-01-FLORD0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GS03FLMA-RI001-02-PHSEN0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GS03FLMA-RI001-03-DOSTA0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GS03FLMA-RI001-04-ADCPS0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GS03FLMA-RI001-06-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GS03FLMA-RI001-07-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GS03FLMA-RI001-08-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GS03FLMA-RI001-09-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GS03FLMA-RI001-10-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GS03FLMA-RI001-11-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GS03FLMA-RI001-12-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GS03FLMA-RI001-13-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GS03FLMA-RI001-14-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GS03FLMA-RI001-15-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GS03FLMA-RI001-16-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GS03FLMA-RI001-17-CTDMO0999,Southern Ocean Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GS03FLMB-RI001-01-FLORD0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORD,0,999,40,40
GS03FLMB-RI001-02-PHSEN0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,0,999,40,40
GS03FLMB-RI001-03-DOSTA0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,0,999,40,40
GS03FLMB-RI001-04-ADCPS0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,04,ADCPS,0,999,500,500
GS03FLMB-RI001-06-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,06,CTDMO,0,999,30,30
GS03FLMB-RI001-07-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,07,CTDMO,0,999,40,40
GS03FLMB-RI001-08-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,08,CTDMO,0,999,60,60
GS03FLMB-RI001-09-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,09,CTDMO,0,999,90,90
GS03FLMB-RI001-10-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,10,CTDMO,0,999,130,130
GS03FLMB-RI001-11-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,11,CTDMO,0,999,180,180
GS03FLMB-RI001-12-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,12,CTDMO,0,999,250,250
GS03FLMB-RI001-13-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,13,CTDMO,0,999,350,350
GS03FLMB-RI001-14-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,14,CTDMO,0,999,500,500
GS03FLMB-RI001-15-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,15,CTDMO,0,999,750,750
GS03FLMB-RI001-16-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,16,CTDMO,0,999,1000,1000
GS03FLMB-RI001-17-CTDMO0999,Southern Ocean Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,17,CTDMO,0,999,1500,1500
GS05MOAS-GL001-01-FLORD0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,0,999,1000,1000
GS05MOAS-GL001-02-DOSTA0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,0,999,1000,1000
GS05MOAS-GL001-04-CTDGV0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,04,CTDGV,0,999,1000,1000
GS05MOAS-GL002-01-FLORD0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,0,999,1000,1000
GS05MOAS-GL002-02-DOSTA0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,0,999,1000,1000
GS05MOAS-GL002-04-CTDGV0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,04,CTDGV,0,999,1000,1000
GS05MOAS-GL003-01-FLORD0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,0,999,1000,1000
GS05MOAS-GL003-02-DOSTA0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,0,999,1000,1000
GS05MOAS-GL003-04-CTDGV0999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,04,CTDGV,0,999,1000,1000
RS01HRBS-MJ01A-03-PRESTA101,Hydrate Base,01,HRBS,MJ (MP Jbox),01A,03,PREST,A,101,,
RS01HRBS-MJ01A-05-HYDLFA101,Hydrate Base,01,HRBS,MJ (MP Jbox),01A,05,HYDLF,A,101,,
RS01HRBS-MJ01A-05-OBSBBA101,Hydrate Base,01,HRBS,MJ (MP Jbox),01A,05,OBSBB,A,101,,
RS01HRBS-MJ01A-06-VEL3DA101,Hydrate Base,01,HRBS,MJ (MP Jbox),01A,06,VEL3D,A,101,,
RS01HRVM-DP01A-01-CTDPFA104,Hydrate Mooring,01,HRVM,DP (Deep Profiler),01A,01,CTDPF,A,104,,
RS01HRVM-DP01A-01-DOSTAA104,Hydrate Mooring,01,HRVM,DP (Deep Profiler),01A,01,DOSTA,A,104,,
RS01HRVM-DP01A-02-VEL3DA103,Hydrate Mooring,01,HRVM,DP (Deep Profiler),01A,02,VEL3D,A,103,,
RS01HRVM-DP01A-03-OPTAAA102,Hydrate Mooring,01,HRVM,DP (Deep Profiler),01A,03,OPTAA,A,102,,
RS01HRVM-DP01A-04-FLORTA102,Hydrate Mooring,01,HRVM,DP (Deep Profiler),01A,04,FLORT,A,102,,
RS01HRVM-FJ01A-04-ADCPTA102,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,04,ADCPT,A,102,,
RS01HRVM-FJ01A-05-CAMDSA102,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,05,CAMDS,A,102,,
RS01HRVM-FJ01A-06-VADCPA101,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,06,VADCP,A,101,,
RS01HRVM-FJ01A-07-HYDBBA103,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,07,HYDBB,A,103,,
RS01HRVM-FJ01A-08-CTDPFA103,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,08,CTDPF,A,103,,
RS01HRVM-FJ01A-08-DOSTAA103,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,08,DOSTA,A,103,,
RS01HRVM-FJ01A-09-FLORDA103,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,09,FLORD,A,103,,
RS01HRVM-FJ01A-10-PHSENA102,Hydrate Mooring,01,HRVM,FJ (200 m Platform),01A,10,PHSEN,A,102,,
RS01HRVM-LJ01A-02-ADCPTA101,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,02,ADCPT,A,101,,
RS01HRVM-LJ01A-03-HYDBBA102,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,03,HYDBB,A,102,,
RS01HRVM-LJ01A-04-HPIESA101,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,04,HPIES,A,101,,
RS01HRVM-LJ01A-06-CTDPFA101,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,06,CTDPF,A,101,,
RS01HRVM-LJ01A-06-DOSTAA101,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,06,DOSTA,A,101,,
RS01HRVM-LJ01A-07-OPTAAA103,Hydrate Mooring,01,HRVM,LJ (LP Jbox),01A,07,OPTAA,A,103,,
RS01HRVM-SP01A-03-FLORTA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,03,FLORT,A,101,,
RS01HRVM-SP01A-05-PCO2WA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,05,PCO2W,A,101,,
RS01HRVM-SP01A-06-PARADA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,06,PARAD,A,101,,
RS01HRVM-SP01A-07-SPKIRA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,07,SPKIR,A,101,,
RS01HRVM-SP01A-08-VEL3DA102,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,08,VEL3D,A,102,,
RS01HRVM-SP01A-09-CTDPFA102,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,09,CTDPF,A,102,,
RS01HRVM-SP01A-09-DOFSTA102,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,09,DOFST,A,102,,
RS01HRVM-SP01A-11-NUTNRA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,11,NUTNR,A,101,,
RS01HRVM-SP01A-12-PHSENA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,12,PHSEN,A,101,,
RS01HRVM-SP01A-13-OPTAAA101,Hydrate Mooring,01,HRVM,SP (Surface-Piercing Profiler / Shallow Profiler),01A,13,OPTAA,A,101,,
RS01SUM1-LJ01B-04-PRESTA102,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,04,PREST,A,102,,
RS01SUM1-LJ01B-05-HYDLFA104,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,05,HYDLF,A,104,,
RS01SUM1-LJ01B-05-OBSBKA101,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,05,OBSBK,A,101,,
RS01SUM1-LJ01B-06-OBSSPA102,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,06,OBSSP,A,102,,
RS01SUM1-LJ01B-07-OBSSPA101,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,07,OBSSP,A,101,,
RS01SUM1-LJ01B-08-OBSSPA103,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,08,OBSSP,A,103,,
RS01SUM1-LJ01B-09-VEL3DA104,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,09,VEL3D,A,104,,
RS01SUM2-MJ01B-02-CAMDSA103,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,02,CAMDS,A,103,,
RS01SUM2-MJ01B-03-MASSPA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,03,MASSP,A,101,,
RS01SUM2-MJ01B-04-OTISFA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,04,OTISF,A,101,,
RS01SUM2-MJ01B-05-ADCPSA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,05,ADCPS,A,101,,
RS01SUM2-MJ01B-00-OSMOIA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,00,OSMOI,A,101,,
RS03ASHD-MJ03B-03-MASSPA301,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,03,MASSP,A,301,,
RS03ASHD-MJ03B-04-PPSDNA301,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,04,PPSDN,A,301,,
RS03ASHD-MJ03B-04-RASFLA301,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,04,RASFL,A,301,,
RS03ASHD-MJ03B-05-VEL3DA304,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,05,VEL3D,A,304,,
RS03ASHD-MJ03B-06-TMPSFA301,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,06,TMPSF,A,301,,
RS03ASHD-MJ03B-02-CAMDSA303,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,02,CAMDS,A,303,,
RS03ASHD-MJ03B-00-OSMOIA301,Ashes-Diffuse,03,ASHD,MJ (MP Jbox),03B,00,OSMOI,A,301,,
