Textbox8,tbToday
Data Product Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Data_Product_Identifier,Data_Product_Name,Data_Product_Level,Attribute,AttributeValue
VELPTTU,Turbulent Point Water Velocity,0,DPS DCN(s),"[DCN 1341-00781|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/ff4b0896-321e-4811-9137-400a75b0b908/1341-00781_Data_Product_SPEC_VELPTTU_Nobska_OOI.pdf] (Nobska), [DCN 1341-00780|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/969c8edd-d2c7-493d-abbb-e59198941942/1341-00780_Data_Product_SPEC_VELPTTU_Nortek_OOI.pdf] (Nortek)"
VELPTTU,Turbulent Point Water Velocity,0,Global Range Test (GLBLRNG) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Gradient Test (GRADTST) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Local Range Test (LOCLRNG) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Notes,
VELPTTU,Turbulent Point Water Velocity,0,Processing Flow Diagram DCN(s),[DCN 1342-00780|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/75d9e7c6-40cd-40de-95f1-d5491b0bc42f/1342-00780_Data_Processing_Flow_VEL3D_OOI.pdf]
VELPTTU,Turbulent Point Water Velocity,0,Regime(s),"Water Column, Seafloor/Crust"
VELPTTU,Turbulent Point Water Velocity,0,Spike Test (SPKETST) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Stuck Value Test (STUCKVL) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Trend Test (TRNDTST) QC,not applicable
VELPTTU,Turbulent Point Water Velocity,0,Units,"cm/s (Nobska), mm/s (Nortek)"
VELTURB,Turbulent Velocity Profile,1,Combine QC Flags (CMBNFLG) QC,Not Applicable
VELTURB,Turbulent Velocity Profile,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3060
VELTURB,Turbulent Velocity Profile,1,DOORS L2 Science Requirement Text,Turbulent Water Velocity Profile
VELTURB,Turbulent Velocity Profile,1,DPS DCN(s),DCN 1341-00760
VELTURB,Turbulent Velocity Profile,1,Global Range Test (GLBLRNG) QC,Applicable
VELTURB,Turbulent Velocity Profile,1,Gradient Test (GRADTST) QC,Not Applicable
VELTURB,Turbulent Velocity Profile,1,Local Range Test (LOCLRNG) QC,Not Applicable
VELTURB,Turbulent Velocity Profile,1,Notes,
VELTURB,Turbulent Velocity Profile,1,Processing Flow Diagram DCN(s),DCN 1342-00760
VELTURB,Turbulent Velocity Profile,1,Regime(s),Water Column
VELTURB,Turbulent Velocity Profile,1,Spike Test (SPKETST) QC,Applicable
VELTURB,Turbulent Velocity Profile,1,Stuck Value Test (STUCKVL) QC,Applicable
VELTURB,Turbulent Velocity Profile,1,Trend Test (TRNDTST) QC,Not Applicable
VELTURB,Turbulent Velocity Profile,1,Units,m/s
WAVSTAT,Wave Spectral Properties,0,Combine QC Flags (CMBNFLG) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3587
WAVSTAT,Wave Spectral Properties,0,DOORS L2 Science Requirement Text,"The OOI shall provide surface wave properties that include but are not limited to:  Significant wave height [H_m0], Mean period [T_zero], Mean direction [theta_1], Spectral width (directional spreading function) [D(f,alpha)], Period of spectral peak [T_p], Direction of spectral peak [alpha_1], Average wave period [T_av], Spectral energy density (non-directional) for multiple frequency bands [C_11(f)], Directional spectra for multiple frequency bands [S(f,alpha)]"
WAVSTAT,Wave Spectral Properties,0,DPS DCN(s),DCN 1341-00450
WAVSTAT,Wave Spectral Properties,0,Global Range Test (GLBLRNG) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Gradient Test (GRADTST) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Local Range Test (LOCLRNG) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Notes,
WAVSTAT,Wave Spectral Properties,0,Processing Flow Diagram DCN(s),DCN 1342-00450
WAVSTAT,Wave Spectral Properties,0,Regime(s),"Air-Sea Interface, Surface Water"
WAVSTAT,Wave Spectral Properties,0,Spike Test (SPKETST) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Stuck Value Test (STUCKVL) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Trend Test (TRNDTST) QC,not applicable
WAVSTAT,Wave Spectral Properties,0,Units,m; s; degrees; Hz; m^2 Hz^-1
WIND10M,Wind Velocity at 10 m  ,2,Combine QC Flags (CMBNFLG) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,DOORS L2 Science Requirement #(s),
WIND10M,Wind Velocity at 10 m  ,2,DOORS L2 Science Requirement Text,
WIND10M,Wind Velocity at 10 m  ,2,DPS DCN(s),
WIND10M,Wind Velocity at 10 m  ,2,Global Range Test (GLBLRNG) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Gradient Test (GRADTST) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Local Range Test (LOCLRNG) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Notes,
WIND10M,Wind Velocity at 10 m  ,2,Processing Flow Diagram DCN(s),
WIND10M,Wind Velocity at 10 m  ,2,Regime(s),
WIND10M,Wind Velocity at 10 m  ,2,Spike Test (SPKETST) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Stuck Value Test (STUCKVL) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Trend Test (TRNDTST) QC,Applicable
WIND10M,Wind Velocity at 10 m  ,2,Units,m/s
WINDAVG,Mean Wind Velocity,0,Combine QC Flags (CMBNFLG) QC,not applicable
WINDAVG,Mean Wind Velocity,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3027
WINDAVG,Mean Wind Velocity,0,DOORS L2 Science Requirement Text,Mean Wind Velocity
WINDAVG,Mean Wind Velocity,0,DPS DCN(s),DCN 1341-00360
WINDAVG,Mean Wind Velocity,0,Global Range Test (GLBLRNG) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Gradient Test (GRADTST) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Local Range Test (LOCLRNG) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Notes,
WINDAVG,Mean Wind Velocity,0,Processing Flow Diagram DCN(s),DCN 1342-00360
WINDAVG,Mean Wind Velocity,0,Regime(s),"Air-Sea Interface, Surface Water"
WINDAVG,Mean Wind Velocity,0,Spike Test (SPKETST) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Stuck Value Test (STUCKVL) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Trend Test (TRNDTST) QC,not applicable
WINDAVG,Mean Wind Velocity,0,Units,m/s
WINDTUR,Wind Velocity in 3 Dimensions,0,Combine QC Flags (CMBNFLG) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3028
WINDTUR,Wind Velocity in 3 Dimensions,0,DOORS L2 Science Requirement Text,
WINDTUR,Wind Velocity in 3 Dimensions,0,DPS DCN(s),DCN 1341-00310
WINDTUR,Wind Velocity in 3 Dimensions,0,Global Range Test (GLBLRNG) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Gradient Test (GRADTST) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Local Range Test (LOCLRNG) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Notes,
WINDTUR,Wind Velocity in 3 Dimensions,0,Processing Flow Diagram DCN(s),DCN 1342-00280
WINDTUR,Wind Velocity in 3 Dimensions,0,Regime(s),Air-Sea Interface
WINDTUR,Wind Velocity in 3 Dimensions,0,Spike Test (SPKETST) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Stuck Value Test (STUCKVL) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Trend Test (TRNDTST) QC,
WINDTUR,Wind Velocity in 3 Dimensions,0,Units,TBD
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Combine QC Flags (CMBNFLG) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,DOORS L2 Science Requirement #(s),Derived from design to achieve PCO2AIR
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,DOORS L2 Science Requirement Text,none
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,DPS DCN(s),[DCN 1341-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/295440da-24e6-4279-90f5-03055a5b5a31/1341-00260_Data_Product_SPEC_PCO2SSW_PCO2ATM_OOI.pdf]
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Global Range Test (GLBLRNG) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Gradient Test (GRADTST) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Local Range Test (LOCLRNG) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Notes,
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Processing Flow Diagram DCN(s),[DCN 1342-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/057a2c02-c909-43c8-b0ef-102b4ad4f67e/1342-00260_PCO2A_Data_Processing_Flow_OOI.pdf]
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Regime(s),Air-Sea Interface
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Spike Test (SPKETST) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Stuck Value Test (STUCKVL) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Trend Test (TRNDTST) QC,not applicable
XCO2ATM,CO2 Mole Fraction in Atmosphere,0,Units,ppm
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Combine QC Flags (CMBNFLG) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,DOORS L2 Science Requirement #(s),Derived from design to achieve PCO2AIR
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,DOORS L2 Science Requirement Text,none
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,DPS DCN(s),[DCN 1341-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/295440da-24e6-4279-90f5-03055a5b5a31/1341-00260_Data_Product_SPEC_PCO2SSW_PCO2ATM_OOI.pdf]
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Global Range Test (GLBLRNG) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Gradient Test (GRADTST) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Local Range Test (LOCLRNG) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Notes,
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Processing Flow Diagram DCN(s),[DCN 1342-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/057a2c02-c909-43c8-b0ef-102b4ad4f67e/1342-00260_PCO2A_Data_Processing_Flow_OOI.pdf]
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Regime(s),Air-Sea Interface
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Spike Test (SPKETST) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Stuck Value Test (STUCKVL) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Trend Test (TRNDTST) QC,not applicable
XCO2SSW,CO2 Mole Fraction in Surface Sea Water,0,Units,ppm

