Textbox8,tbToday,Total_Count3
Instrument Table (Website) (Detailed),Report Generated: 4/28/2014,Total Instruments: 723

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LArray_PublicID,LSubsite_PublicID,LSubsite_Description,NodeType,SClass_PublicID,AlternateClassName,ClassDescription,MMInstrument_Manufacturer,MMInstrument_PublicID,Data_Product,Relative_Depth,Port_Min_Depth,Port_Max_Depth
CE04OSHY-DP01B-04-FLORTA103,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,DP(Deep Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Near bottom to 175m below surface,175,577
CE04OSHY-DP01B-06-DOSTAD105,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,DP(Deep Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Near bottom to 175m below surface,175,577
CE04OSHY-PC01B-05-PHSENA106,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,PC(Platform Interface Controller),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,200m below sea surface,200,200
CE04OSHY-PC01B-08-ZPLSCB102,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,PC(Platform Interface Controller),ZPLSC,Bio-acoustic Sonar (Coastal),Measures acoustic signal of plankton and zooplankton on coastal arrays,Kongsberg,Modified EK-60,Multi-Frequency Acoustic Backscatter,"Mounted at 200m, uplooking",200,200
CE04OSHY-PC01B-12-PCO2WA105,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,PC(Platform Interface Controller),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Sunburst,SAMI-pCO2,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Partial Pressure of CO2 in Water,200m below sea surface,200,200
CE04OSHY-PC01B-4A-CTDPFA109,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,PC(Platform Interface Controller),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,,,
CE04OSHY-PC01B-4A-DOSTAD109,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,PC(Platform Interface Controller),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,,,
CE04OSHY-SF01B-02-VELPTD106,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Nortek,Aquadopp,Mean Point Water Velocity,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-03-FLORTD104,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-04-NUTNRA102,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Satlantic,Deep SUNA,Nitrate Concentration,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-05-PCO2WA102,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Sunburst,SAMI-pCO2,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Partial Pressure of CO2 in Water,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-06-PARADA102,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Satlantic,digital PAR,Photosynthetically Active Radiation (400-700 nm),20m to 200m below sea surface,20,200
CE04OSHY-SF01B-07-SPKIRA102,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Satlantic,OCR507 ICSW,Downwelling Spectral Irradiance ,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-08-CTDPFA107,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-08-DOFSTA107,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Sea-Bird,SBE 43,Oxygen Concentration from Fastrep DO Instrument,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-09-OPTAAD105,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,20m to 200m below sea surface,20,200
CE04OSHY-SF01B-2B-PHSENA108,CE,CE04OSHY,Endurance OR Offshore Hybrid Profiler Mooring,SF(Shallow Profiler Science Float),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,,,
CE04OSSM-RI002-01-DOSTAD999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,5m below sea surface,5,5
CE04OSSM-RI002-02-VELPTA999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Nortek,Aquadopp 300m,Mean Point Water Velocity,5m below sea surface,5,5
CE04OSSM-RI002-03-PHSEND999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,5m below sea surface,5,5
CE04OSSM-RI002-05-CTDBPC999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),CTDBP,CTD Pumped,CTDs equiped with a bottom pump,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,5m below sea surface,5,5
CE04OSSM-RI003-01-ADCPTC999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Teledyne RDI,WorkHorse Sentinel 300khz,Echo Intensity; Velocity Profile; Wave Spectral Properties ,"Mounted at 5m, downlooking",5,5
CE04OSSM-RI003-02-OPTAAD999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,5m below sea surface,5,5
CE04OSSM-RI003-03-NUTNRB999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),NUTNR,Nitrate,Optical Nitrate measurements (fast response and appropriate for profilers),Satlantic,ISUS,Nitrate Concentration,5m below sea surface,5,5
CE04OSSM-RI003-04-SPKIRB999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Satlantic,OCR507 ICSW,Downwelling Spectral Irradiance ,5m below sea surface,5,5
CE04OSSM-RI003-05-FLORTD999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,RI(Mooring Riser),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,5m below sea surface,5,5
CE04OSSM-SB001-01-METBKA999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,SB(Surface Buoy),METBK,Bulk Meteorology Instrument Package,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum",Star Engineering,ASIMET,Barometric Pressure; Sea Surface Conductivity; Freshwater Flux; Net Heat Flux; Latent Heat Flux; Downwelling Longwave Irradiance; Momentum Flux (Wind Stress) ; Net Longwave Irradiance ; Net Shortwave Irradiance ; Precipitation; Rain Heat Flux; Rain rate; Relative Humidity; Sea Surface Salinity ; Sensible Heat Flux ; Downwelling Shortwave Irradiance ; Specific Humidity,~3m above sea surface,-3,-3
CE04OSSM-SB001-03-PCO2AA999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,SB(Surface Buoy),PCO2A,pCO2 Air-Sea,Measures partial pressure of CO2 at the air-sea interface,Pro-Oceanus,pCO2-pro,Flux of CO2 from the Ocean into the Atmosphere; Partial Pressure of CO2 in Atmosphere; Partial Pressure of CO2 in Surface Sea Water; PCO2A Gas Stream Pressure; CO2 Mole Fraction in Atmosphere; CO2 Mole Fraction in Surface Sea Water ,Sea Surface,0,0
CE04OSSM-SB001-05-VELPTA999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,SB(Surface Buoy),VELPT,Single Point Velocity Meter,Measures Mean U and V single point velocity,Nortek,Aquadopp 300m,Mean Point Water Velocity,1m below sea surface,1,1
CE04OSSM-SB001-06-WAVSSA999,CE,CE04OSSM,Endurance OR Offshore Surface Mooring,SB(Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Axys Technologies,TRIAXYS,Wave Spectral Properties,Sea Surface,0,0
CE05MOAS-GL001-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL001-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL001-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL001-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL001-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL002-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL002-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL002-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL002-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL002-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL003-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL003-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL003-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL003-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL003-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL004-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL004-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL004-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL004-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL004-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL005-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL005-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL005-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL005-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL005-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL006-01-PARADM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Biospherical Instruments,QSP-2155,Photosynthetically Active Radiation (400-700 nm),Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL006-02-FLORTM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Puck FLBBCD-SLK,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL006-03-ADCPAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),ADCPA,Velocity Profiler (short range) for mobile assets,ADCPs to be mounted on gliders and AUVs,Teledyne RDI,Explorer DVL 600 kHz,Echo Intensity; Velocity Profile ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL006-04-DOSTAM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to near seafloor or <= 1000m,0,1000
CE05MOAS-GL006-05-CTDGVM999,CE,CE05MOAS,Endurance Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to near seafloor or <= 1000m,0,1000
CE06ISSM-MF004-01-DOSTAD999,CE,CE06ISSM,Endurance WA Inshore Surface Mooring,MF(Multi-Function Node),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,2m above bottom,23,23
CE06ISSM-MF004-02-PHSEND999,CE,CE06ISSM,Endurance WA Inshore Surface Mooring,MF(Multi-Function Node),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,2m above bottom,23,23
CE06ISSM-MF004-03-OPTAAD999,CE,CE06ISSM,Endurance WA Inshore Surface Mooring,MF(Multi-Function Node),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,2m above bottom,23,23
