Textbox8,tbToday
Port Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Port,Attribute,AttributeValue
GP05MOAS-GL001-01,Relative Depth,Sea surface to 1000m
GP05MOAS-GL001-02,depth_port_max,1000
GP05MOAS-GL001-02,depth_port_min,0
GP05MOAS-GL001-02,depth_subsite,
GP05MOAS-GL001-02,First Deployment Date,2013-07-17
GP05MOAS-GL001-02,latitude,
GP05MOAS-GL001-02,longitude,
GP05MOAS-GL001-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL001-02,Relative Depth,Sea surface to 1000m
GP05MOAS-GL001-04,depth_port_max,1000
GP05MOAS-GL001-04,depth_port_min,0
GP05MOAS-GL001-04,depth_subsite,
GP05MOAS-GL001-04,First Deployment Date,2013-07-17
GP05MOAS-GL001-04,latitude,
GP05MOAS-GL001-04,longitude,
GP05MOAS-GL001-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL001-04,Relative Depth,Sea surface to 1000m
GP05MOAS-GL002-01,depth_port_max,1000
GP05MOAS-GL002-01,depth_port_min,0
GP05MOAS-GL002-01,depth_subsite,
GP05MOAS-GL002-01,First Deployment Date,2013-07-17
GP05MOAS-GL002-01,latitude,
GP05MOAS-GL002-01,longitude,
GP05MOAS-GL002-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL002-01,Relative Depth,Sea surface to 1000m
GP05MOAS-GL002-02,depth_port_max,1000
GP05MOAS-GL002-02,depth_port_min,0
GP05MOAS-GL002-02,depth_subsite,
GP05MOAS-GL002-02,First Deployment Date,2013-07-17
GP05MOAS-GL002-02,latitude,
GP05MOAS-GL002-02,longitude,
GP05MOAS-GL002-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL002-02,Relative Depth,Sea surface to 1000m
GP05MOAS-GL002-04,depth_port_max,1000
GP05MOAS-GL002-04,depth_port_min,0
GP05MOAS-GL002-04,depth_subsite,
GP05MOAS-GL002-04,First Deployment Date,2013-07-17
GP05MOAS-GL002-04,latitude,
GP05MOAS-GL002-04,longitude,
GP05MOAS-GL002-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL002-04,Relative Depth,Sea surface to 1000m
GP05MOAS-GL003-01,depth_port_max,1000
GP05MOAS-GL003-01,depth_port_min,0
GP05MOAS-GL003-01,depth_subsite,
GP05MOAS-GL003-01,First Deployment Date,2013-07-17
GP05MOAS-GL003-01,latitude,
GP05MOAS-GL003-01,longitude,
GP05MOAS-GL003-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL003-01,Relative Depth,Sea surface to 1000m
GP05MOAS-GL003-02,depth_port_max,1000
GP05MOAS-GL003-02,depth_port_min,0
GP05MOAS-GL003-02,depth_subsite,
GP05MOAS-GL003-02,First Deployment Date,2013-07-17
GP05MOAS-GL003-02,latitude,
GP05MOAS-GL003-02,longitude,
GP05MOAS-GL003-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL003-02,Relative Depth,Sea surface to 1000m
GP05MOAS-GL003-04,depth_port_max,1000
GP05MOAS-GL003-04,depth_port_min,0
GP05MOAS-GL003-04,depth_subsite,
GP05MOAS-GL003-04,First Deployment Date,2013-07-17
GP05MOAS-GL003-04,latitude,
GP05MOAS-GL003-04,longitude,
GP05MOAS-GL003-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GP05MOAS-GL003-04,Relative Depth,Sea surface to 1000m
GS01SUMO-RI002-02,depth_port_max,15
GS01SUMO-RI002-02,depth_port_min,15
GS01SUMO-RI002-02,depth_subsite,4800
GS01SUMO-RI002-02,First Deployment Date,2014-12
GS01SUMO-RI002-02,latitude,-54.4704
GS01SUMO-RI002-02,longitude,89.2796
GS01SUMO-RI002-02,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI002-02,Relative Depth,15m below sea surface
GS01SUMO-RI002-03,depth_port_max,500
GS01SUMO-RI002-03,depth_port_min,500
GS01SUMO-RI002-03,depth_subsite,4800
GS01SUMO-RI002-03,First Deployment Date,2014-12
GS01SUMO-RI002-03,latitude,-54.4704
GS01SUMO-RI002-03,longitude,89.2796
GS01SUMO-RI002-03,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI002-03,Relative Depth,"Mounted at 500m, uplooking"
GS01SUMO-RI002-04,depth_port_max,15
GS01SUMO-RI002-04,depth_port_min,15
GS01SUMO-RI002-04,depth_subsite,4800
GS01SUMO-RI002-04,First Deployment Date,2014-12
GS01SUMO-RI002-04,latitude,-54.4704
GS01SUMO-RI002-04,longitude,89.2796
GS01SUMO-RI002-04,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI002-04,Relative Depth,15m below sea surface
GS01SUMO-RI002-05,depth_port_max,15
GS01SUMO-RI002-05,depth_port_min,15
GS01SUMO-RI002-05,depth_subsite,4800
GS01SUMO-RI002-05,First Deployment Date,2014-12
GS01SUMO-RI002-05,latitude,-54.4704
GS01SUMO-RI002-05,longitude,89.2796
GS01SUMO-RI002-05,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI002-05,Relative Depth,15m below sea surface
GS01SUMO-RI003-01,depth_port_max,20
GS01SUMO-RI003-01,depth_port_min,20
GS01SUMO-RI003-01,depth_subsite,4800
GS01SUMO-RI003-01,First Deployment Date,2014-12
GS01SUMO-RI003-01,latitude,-54.4704
GS01SUMO-RI003-01,longitude,89.2796
GS01SUMO-RI003-01,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-01,Relative Depth,20m below sea surface
GS01SUMO-RI003-02,depth_port_max,100
GS01SUMO-RI003-02,depth_port_min,100
GS01SUMO-RI003-02,depth_subsite,4800
GS01SUMO-RI003-02,First Deployment Date,2014-12
GS01SUMO-RI003-02,latitude,-54.4704
GS01SUMO-RI003-02,longitude,89.2796
GS01SUMO-RI003-02,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-02,Relative Depth,100m below sea surface
GS01SUMO-RI003-03,depth_port_max,20
GS01SUMO-RI003-03,depth_port_min,20
GS01SUMO-RI003-03,depth_subsite,4800
GS01SUMO-RI003-03,First Deployment Date,2014-12
GS01SUMO-RI003-03,latitude,-54.4704
GS01SUMO-RI003-03,longitude,89.2796
GS01SUMO-RI003-03,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-03,Relative Depth,20m below sea surface
GS01SUMO-RI003-04,depth_port_max,40
GS01SUMO-RI003-04,depth_port_min,40
GS01SUMO-RI003-04,depth_subsite,4800
GS01SUMO-RI003-04,First Deployment Date,2014-12
GS01SUMO-RI003-04,latitude,-54.4704
GS01SUMO-RI003-04,longitude,89.2796
GS01SUMO-RI003-04,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-04,Relative Depth,40m below sea surface
GS01SUMO-RI003-05,depth_port_max,60
GS01SUMO-RI003-05,depth_port_min,60
GS01SUMO-RI003-05,depth_subsite,4800
GS01SUMO-RI003-05,First Deployment Date,2014-12
GS01SUMO-RI003-05,latitude,-54.4704
GS01SUMO-RI003-05,longitude,89.2796
GS01SUMO-RI003-05,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-05,Relative Depth,60m below sea surface
GS01SUMO-RI003-06,depth_port_max,90
GS01SUMO-RI003-06,depth_port_min,90
GS01SUMO-RI003-06,depth_subsite,4800
GS01SUMO-RI003-06,First Deployment Date,2014-12
GS01SUMO-RI003-06,latitude,-54.4704
GS01SUMO-RI003-06,longitude,89.2796
GS01SUMO-RI003-06,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-06,Relative Depth,90m below sea surface
GS01SUMO-RI003-07,depth_port_max,130
GS01SUMO-RI003-07,depth_port_min,130
GS01SUMO-RI003-07,depth_subsite,4800
GS01SUMO-RI003-07,First Deployment Date,2014-12
GS01SUMO-RI003-07,latitude,-54.4704
GS01SUMO-RI003-07,longitude,89.2796
GS01SUMO-RI003-07,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-07,Relative Depth,130m below sea surface
GS01SUMO-RI003-08,depth_port_max,180
GS01SUMO-RI003-08,depth_port_min,180
GS01SUMO-RI003-08,depth_subsite,4800
GS01SUMO-RI003-08,First Deployment Date,2014-12
GS01SUMO-RI003-08,latitude,-54.4704
GS01SUMO-RI003-08,longitude,89.2796
GS01SUMO-RI003-08,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-08,Relative Depth,180m below sea surface
GS01SUMO-RI003-09,depth_port_max,250
GS01SUMO-RI003-09,depth_port_min,250
GS01SUMO-RI003-09,depth_subsite,4800
GS01SUMO-RI003-09,First Deployment Date,2014-12
GS01SUMO-RI003-09,latitude,-54.4704
GS01SUMO-RI003-09,longitude,89.2796
GS01SUMO-RI003-09,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-09,Relative Depth,250m below sea surface
GS01SUMO-RI003-10,depth_port_max,350
GS01SUMO-RI003-10,depth_port_min,350
GS01SUMO-RI003-10,depth_subsite,4800
GS01SUMO-RI003-10,First Deployment Date,2014-12
GS01SUMO-RI003-10,latitude,-54.4704
GS01SUMO-RI003-10,longitude,89.2796
GS01SUMO-RI003-10,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-10,Relative Depth,350m below sea surface
GS01SUMO-RI003-11,depth_port_max,500
GS01SUMO-RI003-11,depth_port_min,500
GS01SUMO-RI003-11,depth_subsite,4800
GS01SUMO-RI003-11,First Deployment Date,2014-12
GS01SUMO-RI003-11,latitude,-54.4704
GS01SUMO-RI003-11,longitude,89.2796
GS01SUMO-RI003-11,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-11,Relative Depth,500m below sea surface
GS01SUMO-RI003-12,depth_port_max,750
GS01SUMO-RI003-12,depth_port_min,750
GS01SUMO-RI003-12,depth_subsite,4800
GS01SUMO-RI003-12,First Deployment Date,2014-12
GS01SUMO-RI003-12,latitude,-54.4704
GS01SUMO-RI003-12,longitude,89.2796
GS01SUMO-RI003-12,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-12,Relative Depth,750m below sea surface
GS01SUMO-RI003-13,depth_port_max,1000
GS01SUMO-RI003-13,depth_port_min,1000
GS01SUMO-RI003-13,depth_subsite,4800
GS01SUMO-RI003-13,First Deployment Date,2014-12
GS01SUMO-RI003-13,latitude,-54.4704
GS01SUMO-RI003-13,longitude,89.2796
GS01SUMO-RI003-13,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-13,Relative Depth,1000m below sea surface
GS01SUMO-RI003-14,depth_port_max,1500
GS01SUMO-RI003-14,depth_port_min,1500
GS01SUMO-RI003-14,depth_subsite,4800
GS01SUMO-RI003-14,First Deployment Date,2014-12
GS01SUMO-RI003-14,latitude,-54.4704
GS01SUMO-RI003-14,longitude,89.2796
GS01SUMO-RI003-14,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-RI003-14,Relative Depth,1500m below sea surface
GS01SUMO-SB001-01,depth_port_max,-3
GS01SUMO-SB001-01,depth_port_min,-3
GS01SUMO-SB001-01,depth_subsite,4800
GS01SUMO-SB001-01,First Deployment Date,2014-12
GS01SUMO-SB001-01,latitude,-54.4704
GS01SUMO-SB001-01,longitude,89.2796
GS01SUMO-SB001-01,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-SB001-01,Relative Depth,~3m above sea surface
GS01SUMO-SB001-02,depth_port_max,-3
GS01SUMO-SB001-02,depth_port_min,-3
GS01SUMO-SB001-02,depth_subsite,4800
GS01SUMO-SB001-02,First Deployment Date,2014-12
GS01SUMO-SB001-02,latitude,-54.4704
GS01SUMO-SB001-02,longitude,89.2796
GS01SUMO-SB001-02,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-SB001-02,Relative Depth,~3m above sea surface
GS01SUMO-SB001-03,depth_port_max,0
GS01SUMO-SB001-03,depth_port_min,0
GS01SUMO-SB001-03,depth_subsite,4800
GS01SUMO-SB001-03,First Deployment Date,2014-12
GS01SUMO-SB001-03,latitude,-54.4704
GS01SUMO-SB001-03,longitude,89.2796
GS01SUMO-SB001-03,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-SB001-03,Relative Depth,Sea Surface
GS01SUMO-SB001-04,depth_port_max,-3
GS01SUMO-SB001-04,depth_port_min,-3
GS01SUMO-SB001-04,depth_subsite,4800
GS01SUMO-SB001-04,First Deployment Date,2014-12
GS01SUMO-SB001-04,latitude,-54.4704
GS01SUMO-SB001-04,longitude,89.2796
GS01SUMO-SB001-04,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-SB001-04,Relative Depth,~3m above sea surface
GS01SUMO-SB001-05,depth_port_max,0
GS01SUMO-SB001-05,depth_port_min,0
GS01SUMO-SB001-05,depth_subsite,4800
GS01SUMO-SB001-05,First Deployment Date,2014-12
GS01SUMO-SB001-05,latitude,-54.4704
GS01SUMO-SB001-05,longitude,89.2796
GS01SUMO-SB001-05,Platform Agent Type,Shore CyberPoP - Global Mooring Server
GS01SUMO-SB001-05,Relative Depth,Sea Surface
GS02HYPM-MP003-01,depth_port_max,150
GS02HYPM-MP003-01,depth_port_min,150
GS02HYPM-MP003-01,depth_subsite,4800
GS02HYPM-MP003-01,First Deployment Date,2014-12
GS02HYPM-MP003-01,latitude,-54.407
GS02HYPM-MP003-01,longitude,89.2796
GS02HYPM-MP003-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-MP003-01,Relative Depth,"Mounted at 150m, uplooking"
GS02HYPM-WF002-01,depth_port_max,2400
GS02HYPM-WF002-01,depth_port_min,240
GS02HYPM-WF002-01,depth_subsite,4800
GS02HYPM-WF002-01,First Deployment Date,2014-12
GS02HYPM-WF002-01,latitude,-54.407
GS02HYPM-WF002-01,longitude,89.2796
GS02HYPM-WF002-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF002-01,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF002-03,depth_port_max,2400
GS02HYPM-WF002-03,depth_port_min,240
GS02HYPM-WF002-03,depth_subsite,4800
GS02HYPM-WF002-03,First Deployment Date,2014-12
GS02HYPM-WF002-03,latitude,-54.407
GS02HYPM-WF002-03,longitude,89.2796
GS02HYPM-WF002-03,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF002-03,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF002-04,depth_port_max,2400
GS02HYPM-WF002-04,depth_port_min,240
GS02HYPM-WF002-04,depth_subsite,4800
GS02HYPM-WF002-04,First Deployment Date,2014-12
GS02HYPM-WF002-04,latitude,-54.407
GS02HYPM-WF002-04,longitude,89.2796
GS02HYPM-WF002-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF002-04,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF002-05,depth_port_max,2400
GS02HYPM-WF002-05,depth_port_min,240
GS02HYPM-WF002-05,depth_subsite,4800
GS02HYPM-WF002-05,First Deployment Date,2014-12
GS02HYPM-WF002-05,latitude,-54.407
GS02HYPM-WF002-05,longitude,89.2796
GS02HYPM-WF002-05,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF002-05,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF004-01,depth_port_max,2400
GS02HYPM-WF004-01,depth_port_min,240
GS02HYPM-WF004-01,depth_subsite,4800
GS02HYPM-WF004-01,First Deployment Date,2014-12
GS02HYPM-WF004-01,latitude,-54.407
GS02HYPM-WF004-01,longitude,89.2796
GS02HYPM-WF004-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF004-01,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF004-03,depth_port_max,2400
GS02HYPM-WF004-03,depth_port_min,240
GS02HYPM-WF004-03,depth_subsite,4800
GS02HYPM-WF004-03,First Deployment Date,2014-12
GS02HYPM-WF004-03,latitude,-54.407
GS02HYPM-WF004-03,longitude,89.2796
GS02HYPM-WF004-03,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF004-03,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF004-04,depth_port_max,2400
GS02HYPM-WF004-04,depth_port_min,240
GS02HYPM-WF004-04,depth_subsite,4800
GS02HYPM-WF004-04,First Deployment Date,2014-12
GS02HYPM-WF004-04,latitude,-54.407
GS02HYPM-WF004-04,longitude,89.2796
GS02HYPM-WF004-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF004-04,Relative Depth,~240m below sea surface to 2400m
GS02HYPM-WF004-05,depth_port_max,2400
GS02HYPM-WF004-05,depth_port_min,240
GS02HYPM-WF004-05,depth_subsite,4800
GS02HYPM-WF004-05,First Deployment Date,2014-12
GS02HYPM-WF004-05,latitude,-54.407
GS02HYPM-WF004-05,longitude,89.2796
GS02HYPM-WF004-05,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS02HYPM-WF004-05,Relative Depth,~240m below sea surface to 2400m
GS03FLMA-RI001-01,depth_port_max,40
GS03FLMA-RI001-01,depth_port_min,40
GS03FLMA-RI001-01,depth_subsite,4800
GS03FLMA-RI001-01,First Deployment Date,2014-12
GS03FLMA-RI001-01,latitude,-54.0814
GS03FLMA-RI001-01,longitude,89.6652
GS03FLMA-RI001-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-01,Relative Depth,40m below sea surface
GS03FLMA-RI001-02,depth_port_max,40
GS03FLMA-RI001-02,depth_port_min,40
GS03FLMA-RI001-02,depth_subsite,4800
GS03FLMA-RI001-02,First Deployment Date,2014-12
GS03FLMA-RI001-02,latitude,-54.0814
GS03FLMA-RI001-02,longitude,89.6652
GS03FLMA-RI001-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-02,Relative Depth,40m below sea surface
GS03FLMA-RI001-03,depth_port_max,40
GS03FLMA-RI001-03,depth_port_min,40
GS03FLMA-RI001-03,depth_subsite,4800
GS03FLMA-RI001-03,First Deployment Date,2014-12
GS03FLMA-RI001-03,latitude,-54.0814
GS03FLMA-RI001-03,longitude,89.6652
GS03FLMA-RI001-03,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-03,Relative Depth,40m below sea surface
GS03FLMA-RI001-04,depth_port_max,500
GS03FLMA-RI001-04,depth_port_min,500
GS03FLMA-RI001-04,depth_subsite,4800
GS03FLMA-RI001-04,First Deployment Date,2014-12
GS03FLMA-RI001-04,latitude,-54.0814
GS03FLMA-RI001-04,longitude,89.6652
GS03FLMA-RI001-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-04,Relative Depth,"Mounted at 500m, uplooking"
GS03FLMA-RI001-06,depth_port_max,30
GS03FLMA-RI001-06,depth_port_min,30
GS03FLMA-RI001-06,depth_subsite,4800
GS03FLMA-RI001-06,First Deployment Date,2014-12
GS03FLMA-RI001-06,latitude,-54.0814
GS03FLMA-RI001-06,longitude,89.6652
GS03FLMA-RI001-06,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-06,Relative Depth,30m below sea surface
GS03FLMA-RI001-07,depth_port_max,40
GS03FLMA-RI001-07,depth_port_min,40
GS03FLMA-RI001-07,depth_subsite,4800
GS03FLMA-RI001-07,First Deployment Date,2014-12
GS03FLMA-RI001-07,latitude,-54.0814
GS03FLMA-RI001-07,longitude,89.6652
GS03FLMA-RI001-07,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-07,Relative Depth,40m below sea surface
GS03FLMA-RI001-08,depth_port_max,60
GS03FLMA-RI001-08,depth_port_min,60
GS03FLMA-RI001-08,depth_subsite,4800
GS03FLMA-RI001-08,First Deployment Date,2014-12
GS03FLMA-RI001-08,latitude,-54.0814
GS03FLMA-RI001-08,longitude,89.6652
GS03FLMA-RI001-08,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-08,Relative Depth,60m below sea surface
GS03FLMA-RI001-09,depth_port_max,90
GS03FLMA-RI001-09,depth_port_min,90
GS03FLMA-RI001-09,depth_subsite,4800
GS03FLMA-RI001-09,First Deployment Date,2014-12
GS03FLMA-RI001-09,latitude,-54.0814
GS03FLMA-RI001-09,longitude,89.6652
GS03FLMA-RI001-09,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-09,Relative Depth,90m below sea surface
GS03FLMA-RI001-10,depth_port_max,130
GS03FLMA-RI001-10,depth_port_min,130
GS03FLMA-RI001-10,depth_subsite,4800
GS03FLMA-RI001-10,First Deployment Date,2014-12
GS03FLMA-RI001-10,latitude,-54.0814
GS03FLMA-RI001-10,longitude,89.6652
GS03FLMA-RI001-10,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-10,Relative Depth,130m below sea surface
GS03FLMA-RI001-11,depth_port_max,180
GS03FLMA-RI001-11,depth_port_min,180
GS03FLMA-RI001-11,depth_subsite,4800
GS03FLMA-RI001-11,First Deployment Date,2014-12
GS03FLMA-RI001-11,latitude,-54.0814
GS03FLMA-RI001-11,longitude,89.6652
GS03FLMA-RI001-11,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-11,Relative Depth,180m below sea surface
GS03FLMA-RI001-12,depth_port_max,250
GS03FLMA-RI001-12,depth_port_min,250
GS03FLMA-RI001-12,depth_subsite,4800
GS03FLMA-RI001-12,First Deployment Date,2014-12
GS03FLMA-RI001-12,latitude,-54.0814
GS03FLMA-RI001-12,longitude,89.6652
GS03FLMA-RI001-12,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-12,Relative Depth,250m below sea surface
GS03FLMA-RI001-13,depth_port_max,350
GS03FLMA-RI001-13,depth_port_min,350
GS03FLMA-RI001-13,depth_subsite,4800
GS03FLMA-RI001-13,First Deployment Date,2014-12
GS03FLMA-RI001-13,latitude,-54.0814
GS03FLMA-RI001-13,longitude,89.6652
GS03FLMA-RI001-13,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-13,Relative Depth,350m below sea surface
GS03FLMA-RI001-14,depth_port_max,500
GS03FLMA-RI001-14,depth_port_min,500
GS03FLMA-RI001-14,depth_subsite,4800
GS03FLMA-RI001-14,First Deployment Date,2014-12
GS03FLMA-RI001-14,latitude,-54.0814
GS03FLMA-RI001-14,longitude,89.6652
GS03FLMA-RI001-14,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-14,Relative Depth,500m below sea surface
GS03FLMA-RI001-15,depth_port_max,750
GS03FLMA-RI001-15,depth_port_min,750
GS03FLMA-RI001-15,depth_subsite,4800
GS03FLMA-RI001-15,First Deployment Date,2014-12
GS03FLMA-RI001-15,latitude,-54.0814
GS03FLMA-RI001-15,longitude,89.6652
GS03FLMA-RI001-15,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-15,Relative Depth,750m below sea surface
GS03FLMA-RI001-16,depth_port_max,1000
GS03FLMA-RI001-16,depth_port_min,1000
GS03FLMA-RI001-16,depth_subsite,4800
GS03FLMA-RI001-16,First Deployment Date,2014-12
GS03FLMA-RI001-16,latitude,-54.0814
GS03FLMA-RI001-16,longitude,89.6652
GS03FLMA-RI001-16,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-16,Relative Depth,1000m below sea surface
GS03FLMA-RI001-17,depth_port_max,1500
GS03FLMA-RI001-17,depth_port_min,1500
GS03FLMA-RI001-17,depth_subsite,4800
GS03FLMA-RI001-17,First Deployment Date,2014-12
GS03FLMA-RI001-17,latitude,-54.0814
GS03FLMA-RI001-17,longitude,89.6652
GS03FLMA-RI001-17,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMA-RI001-17,Relative Depth,1500m below sea surface
GS03FLMB-RI001-01,depth_port_max,40
GS03FLMB-RI001-01,depth_port_min,40
GS03FLMB-RI001-01,depth_subsite,4800
GS03FLMB-RI001-01,First Deployment Date,2014-12
GS03FLMB-RI001-01,latitude,-54.0814
GS03FLMB-RI001-01,longitude,88.894
GS03FLMB-RI001-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-01,Relative Depth,40m below sea surface
GS03FLMB-RI001-02,depth_port_max,40
GS03FLMB-RI001-02,depth_port_min,40
GS03FLMB-RI001-02,depth_subsite,4800
GS03FLMB-RI001-02,First Deployment Date,2014-12
GS03FLMB-RI001-02,latitude,-54.0814
GS03FLMB-RI001-02,longitude,88.894
GS03FLMB-RI001-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-02,Relative Depth,40m below sea surface
GS03FLMB-RI001-03,depth_port_max,40
GS03FLMB-RI001-03,depth_port_min,40
GS03FLMB-RI001-03,depth_subsite,4800
GS03FLMB-RI001-03,First Deployment Date,2014-12
GS03FLMB-RI001-03,latitude,-54.0814
GS03FLMB-RI001-03,longitude,88.894
GS03FLMB-RI001-03,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-03,Relative Depth,40m below sea surface
GS03FLMB-RI001-04,depth_port_max,500
GS03FLMB-RI001-04,depth_port_min,500
GS03FLMB-RI001-04,depth_subsite,4800
GS03FLMB-RI001-04,First Deployment Date,2014-12
GS03FLMB-RI001-04,latitude,-54.0814
GS03FLMB-RI001-04,longitude,88.894
GS03FLMB-RI001-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-04,Relative Depth,"Mounted at 500m, uplooking"
GS03FLMB-RI001-06,depth_port_max,30
GS03FLMB-RI001-06,depth_port_min,30
GS03FLMB-RI001-06,depth_subsite,4800
GS03FLMB-RI001-06,First Deployment Date,2014-12
GS03FLMB-RI001-06,latitude,-54.0814
GS03FLMB-RI001-06,longitude,88.894
GS03FLMB-RI001-06,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-06,Relative Depth,30m below sea surface
GS03FLMB-RI001-07,depth_port_max,40
GS03FLMB-RI001-07,depth_port_min,40
GS03FLMB-RI001-07,depth_subsite,4800
GS03FLMB-RI001-07,First Deployment Date,2014-12
GS03FLMB-RI001-07,latitude,-54.0814
GS03FLMB-RI001-07,longitude,88.894
GS03FLMB-RI001-07,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-07,Relative Depth,40m below sea surface
GS03FLMB-RI001-08,depth_port_max,60
GS03FLMB-RI001-08,depth_port_min,60
GS03FLMB-RI001-08,depth_subsite,4800
GS03FLMB-RI001-08,First Deployment Date,2014-12
GS03FLMB-RI001-08,latitude,-54.0814
GS03FLMB-RI001-08,longitude,88.894
GS03FLMB-RI001-08,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-08,Relative Depth,60m below sea surface
GS03FLMB-RI001-09,depth_port_max,90
GS03FLMB-RI001-09,depth_port_min,90
