Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Reference_Designator,Class,Attribute,AttributeValue
RS01SBVM-DP01A-04-FLORTA102,FLORT,depth_subsite,2906
RS01SBVM-DP01A-04-FLORTA102,FLORT,First Deployment Date,2014-07
RS01SBVM-DP01A-04-FLORTA102,FLORT,latitude,44.55404
RS01SBVM-DP01A-04-FLORTA102,FLORT,longitude,125.35235
RS01SBVM-DP01A-04-FLORTA102,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-04-FLORTA102,FLORT,Relative Depth,Near bottom to 200
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,depth_port_max,
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,depth_port_min,
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,depth_subsite,2906
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,First Deployment Date,2014-07
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,latitude,44.55404
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,longitude,125.35235
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-05-OPTAAC102,OPTAA,Relative Depth,
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,depth_port_max,
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,depth_port_min,
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,depth_subsite,2906
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,First Deployment Date,2014-07
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,latitude,44.55404
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,longitude,125.35235
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-06-DOSTAD104,DOSTA,Relative Depth,
RS01SBVM-LJ01A-05-HPIESA101,HPIES,depth_port_max,
RS01SBVM-LJ01A-05-HPIESA101,HPIES,depth_port_min,
RS01SBVM-LJ01A-05-HPIESA101,HPIES,depth_subsite,2906
RS01SBVM-LJ01A-05-HPIESA101,HPIES,First Deployment Date,2014-07
RS01SBVM-LJ01A-05-HPIESA101,HPIES,latitude,44.55404
RS01SBVM-LJ01A-05-HPIESA101,HPIES,longitude,125.35235
RS01SBVM-LJ01A-05-HPIESA101,HPIES,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-05-HPIESA101,HPIES,Relative Depth,
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,depth_port_max,2906
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,depth_port_min,2906
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,depth_subsite,2906
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,First Deployment Date,2014-07
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,latitude,44.55404
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,longitude,125.35235
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-06-CTDPFB101,CTDPF,Relative Depth,Bottom
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,depth_port_max,2906
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,depth_port_min,2906
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,depth_subsite,2906
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,First Deployment Date,2014-07
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,latitude,44.55404
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,longitude,125.35235
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-06-DOSTAD101,DOSTA,Relative Depth,Bottom
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,depth_port_max,2906
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,depth_port_min,2906
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,depth_subsite,2906
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,First Deployment Date,2014-07
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,latitude,44.55404
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,longitude,125.35235
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-07-OPTAAC103,OPTAA,Relative Depth,Bottom
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,depth_port_max,
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,depth_port_min,
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,depth_subsite,2906
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,First Deployment Date,2014-07
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,latitude,44.55404
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,longitude,125.35235
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-09-HYDBBA102,HYDBB,Relative Depth,
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,depth_port_max,2906
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,depth_port_min,2906
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,depth_subsite,2906
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,First Deployment Date,2014-07
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,latitude,44.55404
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,longitude,125.35235
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-10-ADCPTE101,ADCPT,Relative Depth,"Bottom mount, uplooking"
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,depth_port_max,200
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,depth_port_min,200
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,depth_subsite,2906
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,First Deployment Date,2014-07
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,latitude,44.55404
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,longitude,125.35235
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-05-ADCPTD102,ADCPT,Relative Depth,"Mounted at 200, uplooking"
RS01SBVM-PC01A-06-VADCPA101,VADCP,depth_port_max,200
RS01SBVM-PC01A-06-VADCPA101,VADCP,depth_port_min,200
RS01SBVM-PC01A-06-VADCPA101,VADCP,depth_subsite,2906
RS01SBVM-PC01A-06-VADCPA101,VADCP,First Deployment Date,2014-07
RS01SBVM-PC01A-06-VADCPA101,VADCP,latitude,44.55404
RS01SBVM-PC01A-06-VADCPA101,VADCP,longitude,125.35235
RS01SBVM-PC01A-06-VADCPA101,VADCP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-06-VADCPA101,VADCP,Relative Depth,"Mounted at 200, uplooking"
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,depth_port_max,
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,depth_port_min,
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,depth_subsite,2906
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,First Deployment Date,2014-07
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,latitude,44.55404
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,longitude,125.35235
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-07-CAMDSC102,CAMDS,Relative Depth,
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,depth_port_max,200
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,depth_port_min,200
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,depth_subsite,2906
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,First Deployment Date,2014-07
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,latitude,44.55404
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,longitude,125.35235
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-08-HYDBBA103,HYDBB,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,depth_port_max,200
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,depth_port_min,200
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,depth_subsite,2906
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,First Deployment Date,2014-07
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,latitude,44.55404
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,longitude,125.35235
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4A-CTDPFA103,CTDPF,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,depth_port_max,200
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,depth_port_min,200
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,depth_subsite,2906
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,First Deployment Date,2014-07
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,latitude,44.55404
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,longitude,125.35235
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4A-DOSTAD103,DOSTA,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,depth_port_max,200
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,depth_port_min,200
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,depth_subsite,2906
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,First Deployment Date,2014-07
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,latitude,44.55404
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,longitude,125.35235
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4B-PHSENA102,PHSEN,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4C-FLORDD103,FLORD,depth_port_max,200
RS01SBVM-PC01A-4C-FLORDD103,FLORD,depth_port_min,200
RS01SBVM-PC01A-4C-FLORDD103,FLORD,depth_subsite,2906
RS01SBVM-PC01A-4C-FLORDD103,FLORD,First Deployment Date,2014-07
RS01SBVM-PC01A-4C-FLORDD103,FLORD,latitude,44.55404
RS01SBVM-PC01A-4C-FLORDD103,FLORD,longitude,125.35235
RS01SBVM-PC01A-4C-FLORDD103,FLORD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4C-FLORDD103,FLORD,Relative Depth,200 below sea surface
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,depth_port_max,200
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,depth_port_min,0
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,depth_subsite,2906
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,First Deployment Date,2014-07
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,latitude,44.55404
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,longitude,125.35235
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-2A-CTDPFA102,CTDPF,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,depth_port_max,200
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,depth_port_min,0
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,depth_subsite,2906
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,First Deployment Date,2014-07
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,latitude,44.55404
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,longitude,125.35235
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-2A-DOFSTA102,DOFST,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,depth_port_max,200
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,depth_port_min,0
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,depth_subsite,2906
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,First Deployment Date,2014-07
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,latitude,44.55404
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,longitude,125.35235
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-2D-PHSENA101,PHSEN,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3A-FLORTD101,FLORT,depth_port_max,
RS01SBVM-SF01A-3A-FLORTD101,FLORT,depth_port_min,
RS01SBVM-SF01A-3A-FLORTD101,FLORT,depth_subsite,2906
RS01SBVM-SF01A-3A-FLORTD101,FLORT,First Deployment Date,2014-07
RS01SBVM-SF01A-3A-FLORTD101,FLORT,latitude,44.55404
RS01SBVM-SF01A-3A-FLORTD101,FLORT,longitude,125.35235
RS01SBVM-SF01A-3A-FLORTD101,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3A-FLORTD101,FLORT,Relative Depth,
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,depth_port_max,200
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,depth_port_min,0
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,depth_subsite,2906
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,First Deployment Date,2014-07
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,latitude,44.55404
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,longitude,125.35235
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3B-OPTAAD101,OPTAA,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3C-PARADA101,PARAD,depth_port_max,200
RS01SBVM-SF01A-3C-PARADA101,PARAD,depth_port_min,0
RS01SBVM-SF01A-3C-PARADA101,PARAD,depth_subsite,2906
RS01SBVM-SF01A-3C-PARADA101,PARAD,First Deployment Date,2014-07
RS01SBVM-SF01A-3C-PARADA101,PARAD,latitude,44.55404
RS01SBVM-SF01A-3C-PARADA101,PARAD,longitude,125.35235
RS01SBVM-SF01A-3C-PARADA101,PARAD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3C-PARADA101,PARAD,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,depth_port_max,200
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,depth_port_min,0
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,depth_subsite,2906
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,First Deployment Date,2014-07
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,latitude,44.55404
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,longitude,125.35235
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3D-SPKIRA101,SPKIR,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,depth_port_max,200
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,depth_port_min,0
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,depth_subsite,2906
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,First Deployment Date,2014-07
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,latitude,44.55404
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,longitude,125.35235
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4A-NUTNRA101,NUTNR,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4B-VELPTD102,VELPT,depth_port_max,200
RS01SBVM-SF01A-4B-VELPTD102,VELPT,depth_port_min,0
RS01SBVM-SF01A-4B-VELPTD102,VELPT,depth_subsite,2906
RS01SBVM-SF01A-4B-VELPTD102,VELPT,First Deployment Date,2014-07
RS01SBVM-SF01A-4B-VELPTD102,VELPT,latitude,44.55404
RS01SBVM-SF01A-4B-VELPTD102,VELPT,longitude,125.35235
RS01SBVM-SF01A-4B-VELPTD102,VELPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4B-VELPTD102,VELPT,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,depth_port_max,200
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,depth_port_min,0
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,depth_subsite,2906
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,First Deployment Date,2014-07
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,latitude,44.55404
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,longitude,125.35235
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4F-PCO2WA101,PCO2W,Relative Depth,Near sea surface to 200
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,depth_port_max,2909
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,depth_port_min,2909
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,depth_subsite,2906
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,First Deployment Date,2014-07
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,latitude,44.55404
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,longitude,125.35235
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-05-HYDLFA101,HYDLF,Relative Depth,Bottom
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,depth_port_max,2909
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,depth_port_min,2909
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,depth_subsite,2906
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,First Deployment Date,2014-07
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,latitude,44.55404
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,longitude,125.35235
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-05-OBSBKA101,OBSBK,Relative Depth,Bottom
RS01SLBS-MJ01A-06-PRESTA101,PREST,depth_port_max,
RS01SLBS-MJ01A-06-PRESTA101,PREST,depth_port_min,
RS01SLBS-MJ01A-06-PRESTA101,PREST,depth_subsite,2906
RS01SLBS-MJ01A-06-PRESTA101,PREST,First Deployment Date,2014-07
RS01SLBS-MJ01A-06-PRESTA101,PREST,latitude,44.55404
RS01SLBS-MJ01A-06-PRESTA101,PREST,longitude,125.35235
RS01SLBS-MJ01A-06-PRESTA101,PREST,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-06-PRESTA101,PREST,Relative Depth,
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,depth_port_max,2909
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,depth_port_min,2909
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,depth_subsite,2906
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,First Deployment Date,2014-07
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,latitude,44.55404
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,longitude,125.35235
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-12-VEL3DB101,VEL3D,Relative Depth,Bottom
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,depth_port_max,807
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,depth_port_min,807
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,depth_subsite,807
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,First Deployment Date,2014-07
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,latitude,44.568
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,longitude,125.15
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-05-HYDLFA104,HYDLF,Relative Depth,Bottom
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,depth_port_max,807
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,depth_port_min,807
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,depth_subsite,807
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,First Deployment Date,2014-07
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,latitude,44.568
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,longitude,125.15
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-05-OBSBBA101,OBSBB,Relative Depth,Bottom
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,depth_port_max,807
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,depth_port_min,807
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,depth_subsite,807
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,First Deployment Date,2014-07
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,latitude,44.568
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,longitude,125.15
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-06-OBSSPA103,OBSSP,Relative Depth,Bottom
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,depth_port_max,807
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,depth_port_min,807
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,depth_subsite,807
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,First Deployment Date,2014-07
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,latitude,44.568
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,longitude,125.15
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-07-OBSSPA102,OBSSP,Relative Depth,Bottom
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,depth_port_max,807
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,depth_port_min,807
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,depth_subsite,807
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,First Deployment Date,2014-07
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,latitude,44.568
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,longitude,125.15
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-08-OBSSPA101,OBSSP,Relative Depth,Bottom
RS01SUM1-LJ01B-09-PRESTB102,PREST,depth_port_max,
RS01SUM1-LJ01B-09-PRESTB102,PREST,depth_port_min,
RS01SUM1-LJ01B-09-PRESTB102,PREST,depth_subsite,807
RS01SUM1-LJ01B-09-PRESTB102,PREST,First Deployment Date,2014-07
RS01SUM1-LJ01B-09-PRESTB102,PREST,latitude,44.568
RS01SUM1-LJ01B-09-PRESTB102,PREST,longitude,125.15
RS01SUM1-LJ01B-09-PRESTB102,PREST,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-09-PRESTB102,PREST,Relative Depth,
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,depth_port_max,807
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,depth_port_min,807
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,depth_subsite,807
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,First Deployment Date,2014-07
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,latitude,44.568
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,longitude,125.15
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-12-VEL3DB104,VEL3D,Relative Depth,Bottom
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,depth_port_max,811
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,depth_port_min,811
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,depth_subsite,811
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,First Deployment Date,2013-06-28
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,latitude,44.57
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,longitude,125.147
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-00-FLOBNA101,FLOBN,Relative Depth,Bottom
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,depth_port_max,811
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,depth_port_min,811
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,depth_subsite,811
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,First Deployment Date,2013-06-28
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,latitude,44.57
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,longitude,125.147
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-00-OSMOIA101,OSMOI,Relative Depth,Bottom
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,depth_port_max,
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,depth_port_min,
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,depth_subsite,811
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,First Deployment Date,2014-07
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,latitude,44.57
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,longitude,125.147
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-05-CAMDSB103,CAMDS,Relative Depth,
RS01SUM2-MJ01B-06-MASSPA101,MASSP,depth_port_max,
RS01SUM2-MJ01B-06-MASSPA101,MASSP,depth_port_min,
RS01SUM2-MJ01B-06-MASSPA101,MASSP,depth_subsite,811
RS01SUM2-MJ01B-06-MASSPA101,MASSP,First Deployment Date,2014-07
RS01SUM2-MJ01B-06-MASSPA101,MASSP,latitude,44.57
