Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Reference_Designator,Class,Attribute,AttributeValue
RS01SUM2-MJ01B-06-MASSPA101,MASSP,longitude,125.147
RS01SUM2-MJ01B-06-MASSPA101,MASSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-06-MASSPA101,MASSP,Relative Depth,
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,depth_port_max,811
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,depth_port_min,811
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,depth_subsite,811
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,First Deployment Date,2014-07
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,latitude,44.57
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,longitude,125.147
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-12-ADCPSK101,ADCPS,Relative Depth,"Bottom mount, uplooking"
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,depth_port_max,
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,depth_port_min,
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,depth_subsite,1552
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,First Deployment Date,2014-07
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,latitude,45.93619
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,longitude,130.01417
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS-ID03A-06-CAMHDA301,CAMHD,Relative Depth,
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,depth_port_max,
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,depth_port_min,
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,depth_subsite,1552
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,First Deployment Date,2014-07
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,latitude,45.93619
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,longitude,130.01417
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS-MJ03B-00-OSMOIA301,OSMOI,Relative Depth,
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,depth_port_max,
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,depth_port_min,
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,depth_subsite,1552
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,First Deployment Date,2014-07
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,latitude,45.93619
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,longitude,130.01417
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS-MJ03B-05-OBSSPA302,OBSSP,Relative Depth,
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,depth_port_max,
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,depth_port_min,
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,depth_subsite,1552
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,First Deployment Date,2014-07
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,latitude,45.93619
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,longitude,130.01417
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS-MJ03B-06-OBSSPA301,OBSSP,Relative Depth,
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,depth_port_max,
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,depth_port_min,
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,depth_subsite,1552
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,First Deployment Date,2014-07
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,latitude,45.93619
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,longitude,130.01417
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS-MJ03B-07-TMPSFA301,TMPSF,Relative Depth,
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,depth_port_max,2654
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,depth_port_min,2654
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,depth_subsite,2654
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,First Deployment Date,2014-07
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,latitude,46.10815
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,longitude,129.61816
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXBS-MJ03A-05-HYDLFA301,HYDLF,Relative Depth,Bottom
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,depth_port_max,2654
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,depth_port_min,2654
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,depth_subsite,2654
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,First Deployment Date,2014-07
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,latitude,46.10815
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,longitude,129.61816
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXBS-MJ03A-05-OBSBKA301,OBSBK,Relative Depth,Bottom
RS03AXBS-MJ03A-06-PRESTA301,PREST,depth_port_max,
RS03AXBS-MJ03A-06-PRESTA301,PREST,depth_port_min,
RS03AXBS-MJ03A-06-PRESTA301,PREST,depth_subsite,2654
RS03AXBS-MJ03A-06-PRESTA301,PREST,First Deployment Date,2014-07
RS03AXBS-MJ03A-06-PRESTA301,PREST,latitude,46.10815
RS03AXBS-MJ03A-06-PRESTA301,PREST,longitude,129.61816
RS03AXBS-MJ03A-06-PRESTA301,PREST,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXBS-MJ03A-06-PRESTA301,PREST,Relative Depth,
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,depth_port_max,2654
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,depth_port_min,2654
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,depth_subsite,2654
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,First Deployment Date,2014-07
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,latitude,46.10815
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,longitude,129.61816
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXBS-MJ03A-12-VEL3DB301,VEL3D,Relative Depth,Bottom
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,depth_port_max,2650
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,depth_port_min,150
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,depth_subsite,2597
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,First Deployment Date,2014-07
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,latitude,46.06701
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,longitude,129.60316
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-DP03A-01-CTDPFL304,CTDPF,Relative Depth,Near bottom to 150
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,depth_port_max,
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,depth_port_min,
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,depth_subsite,2597
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,First Deployment Date,2014-07
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,latitude,46.06701
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,longitude,129.60316
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-DP03A-02-VEL3DA303,VEL3D,Relative Depth,
RS03AXVM-DP03A-04-FLORTA302,FLORT,depth_port_max,2650
RS03AXVM-DP03A-04-FLORTA302,FLORT,depth_port_min,150
RS03AXVM-DP03A-04-FLORTA302,FLORT,depth_subsite,2597
RS03AXVM-DP03A-04-FLORTA302,FLORT,First Deployment Date,2014-07
RS03AXVM-DP03A-04-FLORTA302,FLORT,latitude,46.06701
RS03AXVM-DP03A-04-FLORTA302,FLORT,longitude,129.60316
RS03AXVM-DP03A-04-FLORTA302,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-DP03A-04-FLORTA302,FLORT,Relative Depth,Near bottom to 150
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,depth_port_max,2650
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,depth_port_min,150
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,depth_subsite,2597
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,First Deployment Date,2014-07
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,latitude,46.06701
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,longitude,129.60316
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-DP03A-05-OPTAAC302,OPTAA,Relative Depth,Near bottom to 150
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,depth_port_max,
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,depth_port_min,
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,depth_subsite,2597
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,First Deployment Date,2014-07
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,latitude,46.06701
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,longitude,129.60316
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-DP03A-06-DOSTAD304,DOSTA,Relative Depth,
RS03AXVM-LJ03A-05-HPIESA301,HPIES,depth_port_max,
RS03AXVM-LJ03A-05-HPIESA301,HPIES,depth_port_min,
RS03AXVM-LJ03A-05-HPIESA301,HPIES,depth_subsite,2597
RS03AXVM-LJ03A-05-HPIESA301,HPIES,First Deployment Date,2014-07
RS03AXVM-LJ03A-05-HPIESA301,HPIES,latitude,46.06701
RS03AXVM-LJ03A-05-HPIESA301,HPIES,longitude,129.60316
RS03AXVM-LJ03A-05-HPIESA301,HPIES,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-05-HPIESA301,HPIES,Relative Depth,
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,depth_port_max,2650
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,depth_port_min,2650
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,depth_subsite,2597
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,First Deployment Date,2014-07
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,latitude,46.06701
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,longitude,129.60316
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-06-CTDPFB301,CTDPF,Relative Depth,Bottom
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,depth_port_max,2650
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,depth_port_min,2650
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,depth_subsite,2597
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,First Deployment Date,2014-07
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,latitude,46.06701
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,longitude,129.60316
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-06-DOSTAD301,DOSTA,Relative Depth,Bottom
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,depth_port_max,2650
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,depth_port_min,2650
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,depth_subsite,2597
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,First Deployment Date,2014-07
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,latitude,46.06701
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,longitude,129.60316
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-07-OPTAAC303,OPTAA,Relative Depth,Bottom
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,depth_port_max,
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,depth_port_min,
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,depth_subsite,2597
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,First Deployment Date,2014-07
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,latitude,46.06701
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,longitude,129.60316
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-09-HYDBBA302,HYDBB,Relative Depth,
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,depth_port_max,2597
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,depth_port_min,2597
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,depth_subsite,2597
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,First Deployment Date,2014-07
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,latitude,46.06701
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,longitude,129.60316
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-LJ03A-10-ADCPTE301,ADCPT,Relative Depth,"Bottom mount, uplooking"
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,depth_port_max,200
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,depth_port_min,200
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,depth_subsite,2597
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,First Deployment Date,2014-07
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,latitude,46.06701
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,longitude,129.60316
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-05-ADCPTD302,ADCPT,Relative Depth,"Mounted at 200, uplooking"
RS03AXVM-PC03A-06-VADCPA301,VADCP,depth_port_max,200
RS03AXVM-PC03A-06-VADCPA301,VADCP,depth_port_min,200
RS03AXVM-PC03A-06-VADCPA301,VADCP,depth_subsite,2597
RS03AXVM-PC03A-06-VADCPA301,VADCP,First Deployment Date,2014-07
RS03AXVM-PC03A-06-VADCPA301,VADCP,latitude,46.06701
RS03AXVM-PC03A-06-VADCPA301,VADCP,longitude,129.60316
RS03AXVM-PC03A-06-VADCPA301,VADCP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-06-VADCPA301,VADCP,Relative Depth,"Mounted at 200, uplooking"
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,depth_port_max,
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,depth_port_min,
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,depth_subsite,2597
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,First Deployment Date,2014-07
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,latitude,46.06701
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,longitude,129.60316
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-07-CAMDSC302,CAMDS,Relative Depth,
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,depth_port_max,200
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,depth_port_min,200
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,depth_subsite,2597
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,First Deployment Date,2014-07
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,latitude,46.06701
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,longitude,129.60316
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-08-HYDBBA303,HYDBB,Relative Depth,200 below sea surface
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,depth_port_max,200
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,depth_port_min,200
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,depth_subsite,2597
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,First Deployment Date,2014-07
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,latitude,46.06701
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,longitude,129.60316
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-4A-CTDPFA303,CTDPF,Relative Depth,200 below sea surface
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,depth_port_max,200
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,depth_port_min,200
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,depth_subsite,2597
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,First Deployment Date,2014-07
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,latitude,46.06701
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,longitude,129.60316
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-4A-DOSTAD303,DOSTA,Relative Depth,200 below sea surface
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,depth_port_max,200
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,depth_port_min,200
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,depth_subsite,2597
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,First Deployment Date,2014-07
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,latitude,46.06701
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,longitude,129.60316
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-4B-PHSENA302,PHSEN,Relative Depth,200 below sea surface
RS03AXVM-PC03A-4C-FLORDD303,FLORD,depth_port_max,
RS03AXVM-PC03A-4C-FLORDD303,FLORD,depth_port_min,
RS03AXVM-PC03A-4C-FLORDD303,FLORD,depth_subsite,2597
RS03AXVM-PC03A-4C-FLORDD303,FLORD,First Deployment Date,2014-07
RS03AXVM-PC03A-4C-FLORDD303,FLORD,latitude,46.06701
RS03AXVM-PC03A-4C-FLORDD303,FLORD,longitude,129.60316
RS03AXVM-PC03A-4C-FLORDD303,FLORD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-PC03A-4C-FLORDD303,FLORD,Relative Depth,
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,depth_port_max,200
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,depth_port_min,0
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,depth_subsite,2597
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,First Deployment Date,2014-07
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,latitude,46.06701
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,longitude,129.60316
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-2A-CTDPFA302,CTDPF,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,depth_port_max,200
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,depth_port_min,0
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,depth_subsite,2597
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,First Deployment Date,2014-07
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,latitude,46.06701
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,longitude,129.60316
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-2A-DOFSTA302,DOFST,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,depth_port_max,200
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,depth_port_min,0
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,depth_subsite,2597
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,First Deployment Date,2014-07
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,latitude,46.06701
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,longitude,129.60316
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-2D-PHSENA301,PHSEN,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-3A-FLORTD301,FLORT,depth_port_max,
RS03AXVM-SF03A-3A-FLORTD301,FLORT,depth_port_min,
RS03AXVM-SF03A-3A-FLORTD301,FLORT,depth_subsite,2597
RS03AXVM-SF03A-3A-FLORTD301,FLORT,First Deployment Date,2014-07
RS03AXVM-SF03A-3A-FLORTD301,FLORT,latitude,46.06701
RS03AXVM-SF03A-3A-FLORTD301,FLORT,longitude,129.60316
RS03AXVM-SF03A-3A-FLORTD301,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-3A-FLORTD301,FLORT,Relative Depth,
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,depth_port_max,200
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,depth_port_min,0
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,depth_subsite,2597
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,First Deployment Date,2014-07
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,latitude,46.06701
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,longitude,129.60316
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-3B-OPTAAD301,OPTAA,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-3C-PARADA301,PARAD,depth_port_max,200
RS03AXVM-SF03A-3C-PARADA301,PARAD,depth_port_min,0
RS03AXVM-SF03A-3C-PARADA301,PARAD,depth_subsite,2597
RS03AXVM-SF03A-3C-PARADA301,PARAD,First Deployment Date,2014-07
RS03AXVM-SF03A-3C-PARADA301,PARAD,latitude,46.06701
RS03AXVM-SF03A-3C-PARADA301,PARAD,longitude,129.60316
RS03AXVM-SF03A-3C-PARADA301,PARAD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-3C-PARADA301,PARAD,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,depth_port_max,200
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,depth_port_min,0
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,depth_subsite,2597
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,First Deployment Date,2014-07
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,latitude,46.06701
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,longitude,129.60316
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-3D-SPKIRA301,SPKIR,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,depth_port_max,200
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,depth_port_min,0
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,depth_subsite,2597
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,First Deployment Date,2014-07
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,latitude,46.06701
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,longitude,129.60316
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-4A-NUTNRA301,NUTNR,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-4B-VELPTD302,VELPT,depth_port_max,200
RS03AXVM-SF03A-4B-VELPTD302,VELPT,depth_port_min,0
RS03AXVM-SF03A-4B-VELPTD302,VELPT,depth_subsite,2597
RS03AXVM-SF03A-4B-VELPTD302,VELPT,First Deployment Date,2014-07
RS03AXVM-SF03A-4B-VELPTD302,VELPT,latitude,46.06701
RS03AXVM-SF03A-4B-VELPTD302,VELPT,longitude,129.60316
RS03AXVM-SF03A-4B-VELPTD302,VELPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-4B-VELPTD302,VELPT,Relative Depth,Near sea surface to 200
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,depth_port_max,200
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,depth_port_min,0
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,depth_subsite,2597
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,First Deployment Date,2014-07
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,latitude,46.06701
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,longitude,129.60316
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM-SF03A-4F-PCO2WA301,PCO2W,Relative Depth,Near sea surface to 200
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,depth_port_max,1526
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,depth_port_min,1526
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,depth_subsite,1584
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,First Deployment Date,2014-07
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,latitude,45.97618
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,longitude,130.02011
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03CCAL-MJ03F-05-BOTPTA301,BOTPT,Relative Depth,Bottom
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,depth_port_max,
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,depth_port_min,
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,depth_subsite,1584
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,First Deployment Date,2014-07
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,latitude,45.97618
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,longitude,130.02011
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03CCAL-MJ03F-06-HYDLFA305,HYDLF,Relative Depth,
