Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
GS03FLMB-RI001-03-DOSTAD999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CP03ISSM-RI002-04-DOSTAD999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,04,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSM-MF004-01-DOSTAD999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI002-04-DOSTAD999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,04,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP04OSSM-MF004-01-DOSTAD999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GA03FLMA-RI001-03-DOSTAD999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-03-DOSTAD999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CE07SHSM-RI002-01-DOSTAD999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-MF004-01-DOSTAD999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-RI002-01-DOSTAD999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-MF004-01-DOSTAD999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,01,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-RI003-02-DOSTAD999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,02,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-MF004-03-DOSTAD999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,03,DOSTA,D,999,01,DOSTA Series D Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE05MOAS-GL001-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),001,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL002-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),002,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL003-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),003,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL004-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),004,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL005-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),005,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL006-04-DOSTAM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
GP05MOAS-GL001-02-DOSTAM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP05MOAS-GL002-02-DOSTAM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP05MOAS-GL003-02-DOSTAM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL001-02-DOSTAM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL002-02-DOSTAM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL003-02-DOSTAM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA05MOAS-GL001-02-DOSTAM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA05MOAS-GL002-02-DOSTAM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA05MOAS-GL003-02-DOSTAM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL001-02-DOSTAM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL002-02-DOSTAM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL003-02-DOSTAM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,02,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CP05MOAS-GL001-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-GL002-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-GL003-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-GL004-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-GL005-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-GL006-04-DOSTAM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,04,DOSTA,M,999,01,DOSTA Series M Sub 01,Aanderaa,Optode 4831,Optode 4831,2013-11,,,,
CP05MOAS-AV001-02-DOSTAN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,02,DOSTA,N,999,01,DOSTA Series N Sub 01,Aanderaa,Optode 4330,Optode 4330,2013-11,,,,
CP05MOAS-AV002-02-DOSTAN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,02,DOSTA,N,999,01,DOSTA Series N Sub 01,Aanderaa,Optode 4330,Optode 4330,2013-11,,,,
RS01SUM2-MJ01B-00-FLOBNA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,00,FLOBN,A,101,01,FLOBN Series A Sub 01,non-commercial,non-commercial FLOBN,non-commercial FLOBN,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
GA05MOAS-GL001-01-FLORDM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA05MOAS-GL002-01-FLORDM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA05MOAS-GL003-01-FLORDM999,Argentine Basin Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL001-01-FLORDM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL002-01-FLORDM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI05MOAS-GL003-01-FLORDM999,Irminger Sea Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP05MOAS-GL001-01-FLORDM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP05MOAS-GL002-01-FLORDM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP05MOAS-GL003-01-FLORDM999,Station Papa Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL001-01-FLORDM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),001,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL002-01-FLORDM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),002,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS05MOAS-GL003-01-FLORDM999,Southern Ocean Mobile Assets,05,MOAS,GL (Gliders),003,01,FLORD,M,999,01,FLORD Series M Sub 01,WET Labs,ECO Puck FLBB-SLC,ECO Puck FLBB-SLC,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CE01ISSP-SP001-08-FLORTJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,08,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-07-FLORTJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,07,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-08-FLORTJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,08,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-07-FLORTJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,07,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-09-FLORTJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,09,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-09-FLORTJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,09,FLORT,J,999,01,FLORT Series J Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
RS01SBVM-DP01A-04-FLORTA102,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,04,FLORT,A,102,01,FLORT Series A Sub 01,WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)","FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-DP01B-04-FLORTA103,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,DP (Deep Profiler),01B,04,FLORT,A,103,01,FLORT Series A Sub 01,WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)","FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-DP03A-04-FLORTA302,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,04,FLORT,A,302,01,FLORT Series A Sub 01,WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)","FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE05MOAS-GL001-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),001,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL002-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),002,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL003-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),003,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL004-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),004,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL005-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),005,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CE05MOAS-GL006-02-FLORTM999,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-10,Shore CyberPoP - Coastal Glider Dock Server,,,
CP05MOAS-GL001-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-GL002-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-GL003-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-GL004-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-GL005-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-GL006-02-FLORTM999,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,02,FLORT,M,999,01,FLORT Series M Sub 01,WET Labs,ECO Puck FLBBCD-SLK,ECO Puck FLBBCD-SLK,2013-11,,,,
CP05MOAS-AV001-01-FLORTN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,01,FLORT,N,999,01,FLORT Series N Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2013-11,,,,
CP05MOAS-AV002-01-FLORTN999,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,01,FLORT,N,999,01,FLORT Series N Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2013-11,,,,
RS01SBVM-LJ01A-05-HPIESA101,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,05,HPIES,A,101,01,HPIES Series A Sub 01,non-commercial,non-commercial HPIES,non-commercial HPIES,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-LJ03A-05-HPIESA301,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,05,HPIES,A,301,01,HPIES Series A Sub 01,non-commercial,non-commercial HPIES,non-commercial HPIES,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-08-HYDBBA103,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,08,HYDBB,A,103,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-PC03A-08-HYDBBA303,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,08,HYDBB,A,303,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SBVM-LJ01A-09-HYDBBA102,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,09,HYDBB,A,102,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-LJ03A-09-HYDBBA302,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,09,HYDBB,A,302,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE02SHBP-LJ01D-11-HYDBBA106,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,11,HYDBB,A,106,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE04OSBP-LJ01C-11-HYDBBA105,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,11,HYDBB,A,105,01,HYDBB Series A Sub 01,Ocean Sonics,icListen HF,icListen HF,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SLBS-MJ01A-05-HYDLFA101,Slope Base,01,SLBS,MJ (MP Jbox),01A,05,HYDLF,A,101,01,HYDLF Series A Sub 01,HTI,90-U,90-U,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SUM1-LJ01B-05-HYDLFA104,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,05,HYDLF,A,104,01,HYDLF Series A Sub 01,HTI,90-U,90-U,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXBS-MJ03A-05-HYDLFA301,Axial Base,03,AXBS,MJ (MP Jbox),03A,05,HYDLF,A,301,01,HYDLF Series A Sub 01,HTI,90-U,90-U,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03ECAL-MJ03E-09-HYDLFA304,Eastern Caldera,03,ECAL,MJ (MP Jbox),03E,09,HYDLF,A,304,01,HYDLF Series A Sub 01,HTI,90-U,90-U,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03CCAL-MJ03F-06-HYDLFA305,Central Caldera,03,CCAL,MJ (MP Jbox),03F,06,HYDLF,A,305,01,HYDLF Series A Sub 01,HTI,90-U,90-U,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SUM2-MJ01B-06-MASSPA101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,06,MASSP,A,101,01,MASSP Series A Sub 01,non-commercial,non-commercial MASSP,non-commercial MASSP,2014-07,Shore CyberPoP - Regional Observatory Management System,Maybe.,,
RS03INT1-MJ03C-06-MASSPA301,International District 1,03,INT1,MJ (MP Jbox),03C,06,MASSP,A,301,01,MASSP Series A Sub 01,non-commercial,non-commercial MASSP,non-commercial MASSP,2014-07,Shore CyberPoP - Regional Observatory Management System,Maybe.,,
CE02SHSM-SB001-01-METBKA999,Endurance OR Shelf Surface Mooring,02,SHSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-SB001-01-METBKA999,Endurance OR Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-SB001-01-METBKA999,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-SB001-01-METBKA999,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-SB001-01-METBKA999,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-SB001-02-METBKA999,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,02,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GS01SUMO-SB001-01-METBKA999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-SB001-02-METBKA999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,02,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-12,Shore CyberPoP - Global Mooring Server,,,
CP03ISSM-SB001-01-METBKA999,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,01,METBK,A,999,01,METBK Series A Sub 01,Star Engineering,ASIMET,ASIMET,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
