Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
CP04OSSM-RI003-03-VELPTA999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,03,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE06ISSM-SB001-01-VELPTA999,Endurance WA Inshore Surface Mooring,06,ISSM,SB (Surface Buoy),001,01,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE07SHSM-RI002-02-VELPTA999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE07SHSM-SB001-05-VELPTA999,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE09OSSM-SB001-05-VELPTA999,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CP01CNSM-RI002-04-VELPTA999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,04,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CP01CNSM-MF004-04-VELPTA999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,04,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CP04OSSM-MF004-03-VELPTB999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,03,VELPT,B,999,01,VELPT Series B Sub 01,Nortek,Aquadopp 3000m,Aquadopp 3000m,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE02SHSM-SB001-06-WAVSSA999,Endurance OR Shelf Surface Mooring,02,SHSM,SB (Surface Buoy),001,06,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-SB001-06-WAVSSA999,Endurance OR Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,06,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-SB001-06-WAVSSA999,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,06,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-SB001-06-WAVSSA999,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,06,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-SB001-04-WAVSSA999,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,04,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GA01SUMO-SB001-05-WAVSSA999,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2015-01,Shore CyberPoP - Global Mooring Server,,,
GI01SUMO-SB001-05-WAVSSA999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-09,Shore CyberPoP - Global Mooring Server,,,
GS01SUMO-SB001-05-WAVSSA999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,05,WAVSS,A,999,01,WAVSS Series A Sub 01,Axys Technologies,TRIAXYS,TRIAXYS,2014-12,Shore CyberPoP - Global Mooring Server,,,
CE02SHBP-MJ01C-07-ZPLSCB101,Endurance OR Shelf Benthic Pkg,02,SHBP,MJ (MP Jbox),01C,07,ZPLSC,B,101,01,ZPLSC Series B Sub 01,Kongsberg,Modified EK-60,Modified EK-60,2014-07,Shore CyberPoP - Regional Observatory Management System,Maybe,Yes,
CE04OSHY-PC01B-08-ZPLSCB102,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,PC (Platform Interface Controller),01B,08,ZPLSC,B,102,01,ZPLSC Series B Sub 01,Kongsberg,Modified EK-60,Modified EK-60,2014-07,Shore CyberPoP - Regional Observatory Management System,Maybe,Yes,
CE01ISSM-MF005-02-ZPLSCC999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),005,02,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2014-04,Shore CyberPoP - Coastal Mooring Server,Maybe,Yes,
CE06ISSM-MF005-02-ZPLSCC999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,02,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2014-10,Shore CyberPoP - Coastal Mooring Server,Maybe,Yes,
CE07SHSM-MF005-03-ZPLSCC999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,03,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,Maybe,Yes,
CP01CNSM-MF005-03-ZPLSCC999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,03,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,Maybe,Yes,
CP03ISSM-MF005-05-ZPLSCC999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,05,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2014-09,Shore CyberPoP - Coastal Mooring Server,Maybe,Yes,
CP04OSSM-MF005-05-ZPLSCC999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,05,ZPLSC,C,999,01,ZPLSC Series C Sub 01,,,,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,Maybe,Yes,
CE09OSSM-MF005-00-ZPLSCC000,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,00,ZPLSC,C,000,01,ZPLSC Series C Sub 01,,,,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,Maybe,Yes,
GA02HYPM-MP003-01-ZPLSGA999,Argentine Basin Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,A,999,01,ZPLSG Series A Sub 01,,,,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Maybe,Yes,
GI02HYPM-MP003-01-ZPLSGA999,Irminger Sea Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,A,999,01,ZPLSG Series A Sub 01,,,,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,Maybe,Yes,
GP02HYPM-MP003-01-ZPLSGA999,Station Papa Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,A,999,01,ZPLSG Series A Sub 01,,,,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,Maybe,Yes,
GS02HYPM-MP003-01-ZPLSGA999,Southern Ocean Hybrid Profiler,02,HYPM,MP (Mid-Water Platform),003,01,ZPLSG,A,999,01,ZPLSG Series A Sub 01,,,,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,Maybe,Yes,
RS01SUM2-MJ01B-12-ADCPSK101,Southern Hydrate Summit 2,01,SUM2,MJ (MP Jbox),01B,12,ADCPS,K,101,01,ADCPS Series K Sub 01,Teledyne RDI,WorkHorse LongRanger Monitor 75khz,WorkHorse LongRanger Monitor 75khz,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SBVM-PC01A-05-ADCPTD102,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,05,ADCPT,D,102,01,ADCPT Series D Sub 01,Teledyne RDI,Workhorse Quartermaster 150kHz,Workhorse Quartermaster 150kHz,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-PC03A-05-ADCPTD302,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,05,ADCPT,D,302,01,ADCPT Series D Sub 01,Teledyne RDI,Workhorse Quartermaster 150kHz,Workhorse Quartermaster 150kHz,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SBVM-LJ01A-10-ADCPTE101,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,10,ADCPT,E,101,01,ADCPT Series E Sub 01,Teledyne RDI,Workhorse Quartermaster 150kHz,Workhorse Quartermaster 150kHz,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-LJ03A-10-ADCPTE301,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,10,ADCPT,E,301,01,ADCPT Series E Sub 01,Teledyne RDI,Workhorse Quartermaster 150kHz,Workhorse Quartermaster 150kHz,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-LJ03A-06-CTDPFB301,Axial Mooring,03,AXVM,LJ (LP Jbox),03A,06,CTDPF,B,301,01,CTDPF Series B Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-LJ01A-06-CTDPFB101,Slope Base Vertical Mooring,01,SBVM,LJ (LP Jbox),01A,06,CTDPF,B,101,01,CTDPF Series B Sub 01,Sea-Bird,SBE 16plusV2,SBE 16plusV2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE09OSPM-WF001-03-CTDPFK999,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCI-WF001-03-CTDPFK999,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCO-WF001-03-CTDPFK999,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUO-WF001-03-CTDPFK999,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSPM-WF001-03-CTDPFK999,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUI-WF001-03-CTDPFK999,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,03,CTDPF,K,999,01,CTDPF Series K Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-DP01B-01-CTDPFL105,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,DP (Deep Profiler),01B,01,CTDPF,L,105,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-DP03A-01-CTDPFL304,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,01,CTDPF,L,304,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-DP01A-01-CTDPFL104,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,01,CTDPF,L,104,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
GP02HYPM-WF002-04-CTDPFL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS02HYPM-WF004-04-CTDPFL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS02HYPM-WF002-04-CTDPFL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA02HYPM-WF002-04-CTDPFL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA02HYPM-WF004-04-CTDPFL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI02HYPM-WF002-04-CTDPFL999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP02HYPM-WF004-04-CTDPFL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,04,CTDPF,L,999,01,CTDPF Series L Sub 01,Sea-Bird,SBE 52MP,SBE 52MP,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CE09OSPM-WF001-02-DOFSTK999,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCI-WF001-02-DOFSTK999,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCO-WF001-02-DOFSTK999,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUI-WF001-02-DOFSTK999,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUO-WF001-02-DOFSTK999,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSPM-WF001-02-DOFSTK999,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,02,DOFST,K,999,01,DOFST Series K Sub 01,Sea-Bird,SBE 43F,SBE 43F,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
GA02HYPM-WF004-03-DOSTAL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS02HYPM-WF004-03-DOSTAL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS02HYPM-WF002-03-DOSTAL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP02HYPM-WF004-03-DOSTAL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP02HYPM-WF002-03-DOSTAL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA02HYPM-WF002-03-DOSTAL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI02HYPM-WF002-03-DOSTAL999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,03,DOSTA,L,999,01,DOSTA Series L Sub 01,Aanderaa,Optode 4330,Optode 4330,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS01SUMO-RI002-04-FLORTD999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-12,Shore CyberPoP - Global Mooring Server,,,
GS03FLMA-RI001-01-FLORTD999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMB-RI001-01-FLORTD999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA01SUMO-RI002-04-FLORTD999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2015-01,Shore CyberPoP - Global Mooring Server,,,
GA03FLMA-RI001-01-FLORTD999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-01-FLORTD999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CE07SHSM-RI003-05-FLORTD999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI003-02-FLORTD999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,02,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-03-FLORTD104,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,03,FLORT,D,104,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-3A-FLORTD101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,3A,FLORT,D,101,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-3A-FLORTD301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,3A,FLORT,D,301,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CP03ISSM-RI003-05-FLORTD999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI003-05-FLORTD999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-RI003-05-FLORTD999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE02SHSM-RI003-05-FLORTD999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE01ISSM-RI003-02-FLORTD999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),003,02,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE09OSSM-RI003-05-FLORTD999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GI01SUMO-RI002-04-FLORTD999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,04,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Global Mooring Server,,,
GI03FLMA-RI001-01-FLORTD999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-01-FLORTD999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-01-FLORTD999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-01-FLORTD999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,01,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
CP01CNSM-RI003-05-FLORTD999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,05,FLORT,D,999,01,FLORT Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP04OSPM-WF001-04-FLORTK999,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUI-WF001-04-FLORTK999,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMUO-WF001-04-FLORTK999,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2013-11,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCI-WF001-04-FLORTK999,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP02PMCO-WF001-04-FLORTK999,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2014-04,Shore CyberPoP - Coastal Mooring Server,,,
