Textbox8,tbToday
Series Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Series_Name,Attribute,AttributeValue
NUTNR,O,NUTNR Series O,Produces Acoustic Interference,
NUTNR,O,NUTNR Series O,Ready for 2013?,
NUTNR,O,NUTNR Series O,RSN O&M Spares,
NUTNR,O,NUTNR Series O,RSN Part Number,
NUTNR,O,NUTNR Series O,Susceptible to Acoustic Interference,
NUTNR,O,NUTNR Series O,"Vendor CLIN, SubCLIN or Model #",
OBSBB,A,OBSBB Series A,2009 Baseline Price*,
OBSBB,A,OBSBB Series A,2009 Deployed Instrument Count,4
OBSBB,A,OBSBB Series A,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBB,A,OBSBB Series A,CE Spares,
OBSBB,A,OBSBB Series A,CGSN MREFC Spares,
OBSBB,A,OBSBB Series A,CGSN O&M Spares,
OBSBB,A,OBSBB Series A,CGSN P/N,
OBSBB,A,OBSBB Series A,ClassLongName,Seismometer_BB_triaxial_accel
OBSBB,A,OBSBB Series A,Comments,
OBSBB,A,OBSBB Series A,CP Spares,
OBSBB,A,OBSBB Series A,Description,Measures global/regional seismic events and harmonic tremors
OBSBB,A,OBSBB Series A,ECRs that changed the count,
OBSBB,A,OBSBB Series A,Global Spares,
OBSBB,A,OBSBB Series A,Instrument Configuration,
OBSBB,A,OBSBB Series A,Link to the Specification,
OBSBB,A,OBSBB Series A,Notes,
OBSBB,A,OBSBB Series A,PrimaryScienceDiscipline,G
OBSBB,A,OBSBB Series A,Produces Acoustic Interference,
OBSBB,A,OBSBB Series A,Ready for 2013?,
OBSBB,A,OBSBB Series A,RSN O&M Spares,
OBSBB,A,OBSBB Series A,RSN Part Number,
OBSBB,A,OBSBB Series A,Susceptible to Acoustic Interference,
OBSBB,A,OBSBB Series A,"Vendor CLIN, SubCLIN or Model #",
OBSBK,A,OBSBK Series A,2009 Baseline Price*,
OBSBK,A,OBSBK Series A,2009 Deployed Instrument Count,
OBSBK,A,OBSBK Series A,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBK,A,OBSBK Series A,CE Spares,
OBSBK,A,OBSBK Series A,CGSN MREFC Spares,
OBSBK,A,OBSBK Series A,CGSN O&M Spares,
OBSBK,A,OBSBK Series A,CGSN P/N,
OBSBK,A,OBSBK Series A,ClassLongName,Seismometer_BB_triaxial_keck
OBSBK,A,OBSBK Series A,Comments,
OBSBK,A,OBSBK Series A,CP Spares,
OBSBK,A,OBSBK Series A,Description,Measures global/regional seismic events and harmonic tremors
OBSBK,A,OBSBK Series A,ECRs that changed the count,
OBSBK,A,OBSBK Series A,Global Spares,
OBSBK,A,OBSBK Series A,Instrument Configuration,
OBSBK,A,OBSBK Series A,Link to the Specification,
OBSBK,A,OBSBK Series A,Notes,
OBSBK,A,OBSBK Series A,PrimaryScienceDiscipline,G
OBSBK,A,OBSBK Series A,Produces Acoustic Interference,
OBSBK,A,OBSBK Series A,Ready for 2013?,
OBSBK,A,OBSBK Series A,RSN O&M Spares,
OBSBK,A,OBSBK Series A,RSN Part Number,
OBSBK,A,OBSBK Series A,Susceptible to Acoustic Interference,
OBSBK,A,OBSBK Series A,"Vendor CLIN, SubCLIN or Model #",
OBSSK,A,OBSSK Series A,2009 Baseline Price*,
OBSSK,A,OBSSK Series A,2009 Deployed Instrument Count,
OBSSK,A,OBSSK Series A,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSK,A,OBSSK Series A,CE Spares,
OBSSK,A,OBSSK Series A,CGSN MREFC Spares,
OBSSK,A,OBSSK Series A,CGSN O&M Spares,
OBSSK,A,OBSSK Series A,CGSN P/N,
OBSSK,A,OBSSK Series A,ClassLongName,Seismometer_shortperiod_keck
OBSSK,A,OBSSK Series A,Comments,
OBSSK,A,OBSSK Series A,CP Spares,
OBSSK,A,OBSSK Series A,Description,Seismometer_shortperiod_keck
OBSSK,A,OBSSK Series A,ECRs that changed the count,
OBSSK,A,OBSSK Series A,Global Spares,
OBSSK,A,OBSSK Series A,Instrument Configuration,
OBSSK,A,OBSSK Series A,Link to the Specification,
OBSSK,A,OBSSK Series A,Notes,
OBSSK,A,OBSSK Series A,PrimaryScienceDiscipline,G
OBSSK,A,OBSSK Series A,Produces Acoustic Interference,
OBSSK,A,OBSSK Series A,Ready for 2013?,
OBSSK,A,OBSSK Series A,RSN O&M Spares,
OBSSK,A,OBSSK Series A,RSN Part Number,
OBSSK,A,OBSSK Series A,Susceptible to Acoustic Interference,
OBSSK,A,OBSSK Series A,"Vendor CLIN, SubCLIN or Model #",
OBSSP,A,OBSSP Series A,2009 Baseline Price*,
OBSSP,A,OBSSP Series A,2009 Deployed Instrument Count,9
OBSSP,A,OBSSP Series A,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSP,A,OBSSP Series A,CE Spares,
OBSSP,A,OBSSP Series A,CGSN MREFC Spares,
OBSSP,A,OBSSP Series A,CGSN O&M Spares,
OBSSP,A,OBSSP Series A,CGSN P/N,
OBSSP,A,OBSSP Series A,ClassLongName,Seismometer_shortperiod
OBSSP,A,OBSSP Series A,Comments,
OBSSP,A,OBSSP Series A,CP Spares,
OBSSP,A,OBSSP Series A,Description,Measures regional/local seismic activity
OBSSP,A,OBSSP Series A,ECRs that changed the count,
OBSSP,A,OBSSP Series A,Global Spares,
OBSSP,A,OBSSP Series A,Instrument Configuration,
OBSSP,A,OBSSP Series A,Link to the Specification,
OBSSP,A,OBSSP Series A,Notes,
OBSSP,A,OBSSP Series A,PrimaryScienceDiscipline,G
OBSSP,A,OBSSP Series A,Produces Acoustic Interference,
OBSSP,A,OBSSP Series A,Ready for 2013?,
OBSSP,A,OBSSP Series A,RSN O&M Spares,
OBSSP,A,OBSSP Series A,RSN Part Number,
OBSSP,A,OBSSP Series A,Susceptible to Acoustic Interference,
OBSSP,A,OBSSP Series A,"Vendor CLIN, SubCLIN or Model #",
OPTAA,A,OPTAA Series A,2009 Baseline Price*,"$17,500.00"
OPTAA,A,OPTAA Series A,2009 Deployed Instrument Count,35
OPTAA,A,OPTAA Series A,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,A,OPTAA Series A,CE Spares,
OPTAA,A,OPTAA Series A,CGSN MREFC Spares,
OPTAA,A,OPTAA Series A,CGSN O&M Spares,
OPTAA,A,OPTAA Series A,CGSN P/N,
OPTAA,A,OPTAA Series A,ClassLongName,attenuation_absorption_optical
OPTAA,A,OPTAA Series A,Comments,
OPTAA,A,OPTAA Series A,CP Spares,
OPTAA,A,OPTAA Series A,Description,Measures optical attenuation and absorption
OPTAA,A,OPTAA Series A,ECRs that changed the count,
OPTAA,A,OPTAA Series A,Global Spares,
OPTAA,A,OPTAA Series A,Instrument Configuration,
OPTAA,A,OPTAA Series A,Link to the Specification,
OPTAA,A,OPTAA Series A,Notes,
OPTAA,A,OPTAA Series A,PrimaryScienceDiscipline,B
OPTAA,A,OPTAA Series A,Produces Acoustic Interference,
OPTAA,A,OPTAA Series A,Ready for 2013?,
OPTAA,A,OPTAA Series A,RSN O&M Spares,
OPTAA,A,OPTAA Series A,RSN Part Number,
OPTAA,A,OPTAA Series A,Susceptible to Acoustic Interference,
OPTAA,A,OPTAA Series A,"Vendor CLIN, SubCLIN or Model #",
OPTAA,B,OPTAA Series B,2009 Baseline Price*,"$17,500.00"
OPTAA,B,OPTAA Series B,2009 Deployed Instrument Count,35
OPTAA,B,OPTAA Series B,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,B,OPTAA Series B,CE Spares,
OPTAA,B,OPTAA Series B,CGSN MREFC Spares,
OPTAA,B,OPTAA Series B,CGSN O&M Spares,
OPTAA,B,OPTAA Series B,CGSN P/N,
OPTAA,B,OPTAA Series B,ClassLongName,attenuation_absorption_optical
OPTAA,B,OPTAA Series B,Comments,
OPTAA,B,OPTAA Series B,CP Spares,
OPTAA,B,OPTAA Series B,Description,Measures optical attenuation and absorption
OPTAA,B,OPTAA Series B,ECRs that changed the count,
OPTAA,B,OPTAA Series B,Global Spares,
OPTAA,B,OPTAA Series B,Instrument Configuration,
OPTAA,B,OPTAA Series B,Link to the Specification,
OPTAA,B,OPTAA Series B,Notes,
OPTAA,B,OPTAA Series B,PrimaryScienceDiscipline,B
OPTAA,B,OPTAA Series B,Produces Acoustic Interference,
OPTAA,B,OPTAA Series B,Ready for 2013?,
OPTAA,B,OPTAA Series B,RSN O&M Spares,
OPTAA,B,OPTAA Series B,RSN Part Number,
OPTAA,B,OPTAA Series B,Susceptible to Acoustic Interference,
OPTAA,B,OPTAA Series B,"Vendor CLIN, SubCLIN or Model #",
OPTAA,C,OPTAA Series C,2009 Baseline Price*,"$17,500.00"
OPTAA,C,OPTAA Series C,2009 Deployed Instrument Count,35
OPTAA,C,OPTAA Series C,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,C,OPTAA Series C,CE Spares,
OPTAA,C,OPTAA Series C,CGSN MREFC Spares,
OPTAA,C,OPTAA Series C,CGSN O&M Spares,
OPTAA,C,OPTAA Series C,CGSN P/N,
OPTAA,C,OPTAA Series C,ClassLongName,attenuation_absorption_optical
OPTAA,C,OPTAA Series C,Comments,
OPTAA,C,OPTAA Series C,CP Spares,
OPTAA,C,OPTAA Series C,Description,Measures optical attenuation and absorption
OPTAA,C,OPTAA Series C,ECRs that changed the count,
OPTAA,C,OPTAA Series C,Global Spares,
OPTAA,C,OPTAA Series C,Instrument Configuration,
OPTAA,C,OPTAA Series C,Link to the Specification,
OPTAA,C,OPTAA Series C,Notes,
OPTAA,C,OPTAA Series C,PrimaryScienceDiscipline,B
OPTAA,C,OPTAA Series C,Produces Acoustic Interference,
OPTAA,C,OPTAA Series C,Ready for 2013?,
OPTAA,C,OPTAA Series C,RSN O&M Spares,
OPTAA,C,OPTAA Series C,RSN Part Number,
OPTAA,C,OPTAA Series C,Susceptible to Acoustic Interference,
OPTAA,C,OPTAA Series C,"Vendor CLIN, SubCLIN or Model #",
OPTAA,D,OPTAA Series D,2009 Baseline Price*,"$17,500.00"
OPTAA,D,OPTAA Series D,2009 Deployed Instrument Count,35
OPTAA,D,OPTAA Series D,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,D,OPTAA Series D,CE Spares,
OPTAA,D,OPTAA Series D,CGSN MREFC Spares,
OPTAA,D,OPTAA Series D,CGSN O&M Spares,
OPTAA,D,OPTAA Series D,CGSN P/N,
OPTAA,D,OPTAA Series D,ClassLongName,attenuation_absorption_optical
OPTAA,D,OPTAA Series D,Comments,
OPTAA,D,OPTAA Series D,CP Spares,
OPTAA,D,OPTAA Series D,Description,Measures optical attenuation and absorption
OPTAA,D,OPTAA Series D,ECRs that changed the count,
OPTAA,D,OPTAA Series D,Global Spares,
OPTAA,D,OPTAA Series D,Instrument Configuration,
OPTAA,D,OPTAA Series D,Link to the Specification,
OPTAA,D,OPTAA Series D,Notes,
OPTAA,D,OPTAA Series D,PrimaryScienceDiscipline,B
OPTAA,D,OPTAA Series D,Produces Acoustic Interference,
OPTAA,D,OPTAA Series D,Ready for 2013?,
OPTAA,D,OPTAA Series D,RSN O&M Spares,
OPTAA,D,OPTAA Series D,RSN Part Number,
OPTAA,D,OPTAA Series D,Susceptible to Acoustic Interference,
OPTAA,D,OPTAA Series D,"Vendor CLIN, SubCLIN or Model #",
OPTAA,J,OPTAA Series J,2009 Baseline Price*,"$17,500.00"
OPTAA,J,OPTAA Series J,2009 Deployed Instrument Count,35
OPTAA,J,OPTAA Series J,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,J,OPTAA Series J,CE Spares,
OPTAA,J,OPTAA Series J,CGSN MREFC Spares,
OPTAA,J,OPTAA Series J,CGSN O&M Spares,
OPTAA,J,OPTAA Series J,CGSN P/N,
OPTAA,J,OPTAA Series J,ClassLongName,attenuation_absorption_optical
OPTAA,J,OPTAA Series J,Comments,
OPTAA,J,OPTAA Series J,CP Spares,
OPTAA,J,OPTAA Series J,Description,Measures optical attenuation and absorption
OPTAA,J,OPTAA Series J,ECRs that changed the count,
OPTAA,J,OPTAA Series J,Global Spares,
OPTAA,J,OPTAA Series J,Instrument Configuration,
OPTAA,J,OPTAA Series J,Link to the Specification,
OPTAA,J,OPTAA Series J,Notes,
OPTAA,J,OPTAA Series J,PrimaryScienceDiscipline,B
OPTAA,J,OPTAA Series J,Produces Acoustic Interference,
OPTAA,J,OPTAA Series J,Ready for 2013?,
OPTAA,J,OPTAA Series J,RSN O&M Spares,
OPTAA,J,OPTAA Series J,RSN Part Number,
OPTAA,J,OPTAA Series J,Susceptible to Acoustic Interference,
OPTAA,J,OPTAA Series J,"Vendor CLIN, SubCLIN or Model #",
OPTAA,O,OPTAA Series O,2009 Baseline Price*,"$17,500.00"
OPTAA,O,OPTAA Series O,2009 Deployed Instrument Count,35
OPTAA,O,OPTAA Series O,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,O,OPTAA Series O,CE Spares,
OPTAA,O,OPTAA Series O,CGSN MREFC Spares,
OPTAA,O,OPTAA Series O,CGSN O&M Spares,
OPTAA,O,OPTAA Series O,CGSN P/N,
OPTAA,O,OPTAA Series O,ClassLongName,attenuation_absorption_optical
OPTAA,O,OPTAA Series O,Comments,
OPTAA,O,OPTAA Series O,CP Spares,
OPTAA,O,OPTAA Series O,Description,Measures optical attenuation and absorption
OPTAA,O,OPTAA Series O,ECRs that changed the count,
OPTAA,O,OPTAA Series O,Global Spares,
OPTAA,O,OPTAA Series O,Instrument Configuration,
OPTAA,O,OPTAA Series O,Link to the Specification,
OPTAA,O,OPTAA Series O,Notes,
OPTAA,O,OPTAA Series O,PrimaryScienceDiscipline,B
OPTAA,O,OPTAA Series O,Produces Acoustic Interference,
OPTAA,O,OPTAA Series O,Ready for 2013?,
OPTAA,O,OPTAA Series O,RSN O&M Spares,
OPTAA,O,OPTAA Series O,RSN Part Number,
OPTAA,O,OPTAA Series O,Susceptible to Acoustic Interference,
OPTAA,O,OPTAA Series O,"Vendor CLIN, SubCLIN or Model #",
OSMOI,A,OSMOI Series A,2009 Baseline Price*,
OSMOI,A,OSMOI Series A,2009 Deployed Instrument Count,2
OSMOI,A,OSMOI Series A,Alternate Instrument Class Name,Osmosis-Based Water Sampler
OSMOI,A,OSMOI Series A,CE Spares,
OSMOI,A,OSMOI Series A,CGSN MREFC Spares,
OSMOI,A,OSMOI Series A,CGSN O&M Spares,
OSMOI,A,OSMOI Series A,CGSN P/N,
OSMOI,A,OSMOI Series A,ClassLongName,watersample_chem_trace
OSMOI,A,OSMOI Series A,Comments,
OSMOI,A,OSMOI Series A,CP Spares,
OSMOI,A,OSMOI Series A,Description,Collecting samples of diffuse flow and seep fluids for major/trace element chemistry
OSMOI,A,OSMOI Series A,ECRs that changed the count,
OSMOI,A,OSMOI Series A,Global Spares,
OSMOI,A,OSMOI Series A,Instrument Configuration,
OSMOI,A,OSMOI Series A,Link to the Specification,
OSMOI,A,OSMOI Series A,Notes,
OSMOI,A,OSMOI Series A,PrimaryScienceDiscipline,C
OSMOI,A,OSMOI Series A,Produces Acoustic Interference,
OSMOI,A,OSMOI Series A,Ready for 2013?,
OSMOI,A,OSMOI Series A,RSN O&M Spares,
OSMOI,A,OSMOI Series A,RSN Part Number,
OSMOI,A,OSMOI Series A,Susceptible to Acoustic Interference,
OSMOI,A,OSMOI Series A,"Vendor CLIN, SubCLIN or Model #",
PARAD,1,PARAD Series TBD,2009 Baseline Price*,
PARAD,1,PARAD Series TBD,2009 Deployed Instrument Count,21
PARAD,1,PARAD Series TBD,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,1,PARAD Series TBD,CE Spares,
PARAD,1,PARAD Series TBD,CGSN MREFC Spares,
PARAD,1,PARAD Series TBD,CGSN O&M Spares,
PARAD,1,PARAD Series TBD,CGSN P/N,
PARAD,1,PARAD Series TBD,ClassLongName,PAR
PARAD,1,PARAD Series TBD,Comments,
PARAD,1,PARAD Series TBD,CP Spares,
PARAD,1,PARAD Series TBD,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,1,PARAD Series TBD,ECRs that changed the count,
PARAD,1,PARAD Series TBD,Global Spares,
PARAD,1,PARAD Series TBD,Instrument Configuration,
PARAD,1,PARAD Series TBD,Link to the Specification,
PARAD,1,PARAD Series TBD,Notes,
PARAD,1,PARAD Series TBD,PrimaryScienceDiscipline,B
PARAD,1,PARAD Series TBD,Produces Acoustic Interference,
PARAD,1,PARAD Series TBD,Ready for 2013?,
PARAD,1,PARAD Series TBD,RSN O&M Spares,
PARAD,1,PARAD Series TBD,RSN Part Number,
PARAD,1,PARAD Series TBD,Susceptible to Acoustic Interference,
PARAD,1,PARAD Series TBD,"Vendor CLIN, SubCLIN or Model #",
PARAD,A,PARAD Series A,2009 Baseline Price*,
PARAD,A,PARAD Series A,2009 Deployed Instrument Count,21
PARAD,A,PARAD Series A,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,A,PARAD Series A,CE Spares,
PARAD,A,PARAD Series A,CGSN MREFC Spares,
PARAD,A,PARAD Series A,CGSN O&M Spares,
PARAD,A,PARAD Series A,CGSN P/N,
PARAD,A,PARAD Series A,ClassLongName,PAR
PARAD,A,PARAD Series A,Comments,
PARAD,A,PARAD Series A,CP Spares,
PARAD,A,PARAD Series A,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,A,PARAD Series A,ECRs that changed the count,
PARAD,A,PARAD Series A,Global Spares,
PARAD,A,PARAD Series A,Instrument Configuration,
PARAD,A,PARAD Series A,Link to the Specification,
PARAD,A,PARAD Series A,Notes,
PARAD,A,PARAD Series A,PrimaryScienceDiscipline,B
PARAD,A,PARAD Series A,Produces Acoustic Interference,
PARAD,A,PARAD Series A,Ready for 2013?,
PARAD,A,PARAD Series A,RSN O&M Spares,
PARAD,A,PARAD Series A,RSN Part Number,
PARAD,A,PARAD Series A,Susceptible to Acoustic Interference,
PARAD,A,PARAD Series A,"Vendor CLIN, SubCLIN or Model #",
PARAD,J,PARAD Series J,2009 Baseline Price*,
PARAD,J,PARAD Series J,2009 Deployed Instrument Count,21
PARAD,J,PARAD Series J,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,J,PARAD Series J,CE Spares,
PARAD,J,PARAD Series J,CGSN MREFC Spares,
PARAD,J,PARAD Series J,CGSN O&M Spares,
PARAD,J,PARAD Series J,CGSN P/N,
PARAD,J,PARAD Series J,ClassLongName,PAR
PARAD,J,PARAD Series J,Comments,
PARAD,J,PARAD Series J,CP Spares,
PARAD,J,PARAD Series J,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,J,PARAD Series J,ECRs that changed the count,
PARAD,J,PARAD Series J,Global Spares,
PARAD,J,PARAD Series J,Instrument Configuration,
PARAD,J,PARAD Series J,Link to the Specification,
PARAD,J,PARAD Series J,Notes,
PARAD,J,PARAD Series J,PrimaryScienceDiscipline,B
PARAD,J,PARAD Series J,Produces Acoustic Interference,
PARAD,J,PARAD Series J,Ready for 2013?,
PARAD,J,PARAD Series J,RSN O&M Spares,
PARAD,J,PARAD Series J,RSN Part Number,
PARAD,J,PARAD Series J,Susceptible to Acoustic Interference,
PARAD,J,PARAD Series J,"Vendor CLIN, SubCLIN or Model #",
PARAD,K,PARAD Series K,2009 Baseline Price*,
PARAD,K,PARAD Series K,2009 Deployed Instrument Count,21
PARAD,K,PARAD Series K,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,K,PARAD Series K,CE Spares,
PARAD,K,PARAD Series K,CGSN MREFC Spares,
PARAD,K,PARAD Series K,CGSN O&M Spares,
PARAD,K,PARAD Series K,CGSN P/N,
PARAD,K,PARAD Series K,ClassLongName,PAR
PARAD,K,PARAD Series K,Comments,
PARAD,K,PARAD Series K,CP Spares,
PARAD,K,PARAD Series K,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,K,PARAD Series K,ECRs that changed the count,
PARAD,K,PARAD Series K,Global Spares,
PARAD,K,PARAD Series K,Instrument Configuration,
PARAD,K,PARAD Series K,Link to the Specification,
PARAD,K,PARAD Series K,Notes,
PARAD,K,PARAD Series K,PrimaryScienceDiscipline,B
PARAD,K,PARAD Series K,Produces Acoustic Interference,
PARAD,K,PARAD Series K,Ready for 2013?,
PARAD,K,PARAD Series K,RSN O&M Spares,
PARAD,K,PARAD Series K,RSN Part Number,
PARAD,K,PARAD Series K,Susceptible to Acoustic Interference,
PARAD,K,PARAD Series K,"Vendor CLIN, SubCLIN or Model #",
PARAD,M,PARAD Series M,2009 Baseline Price*,
PARAD,M,PARAD Series M,2009 Deployed Instrument Count,21
PARAD,M,PARAD Series M,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,M,PARAD Series M,CE Spares,
PARAD,M,PARAD Series M,CGSN MREFC Spares,
PARAD,M,PARAD Series M,CGSN O&M Spares,
PARAD,M,PARAD Series M,CGSN P/N,
PARAD,M,PARAD Series M,ClassLongName,PAR
PARAD,M,PARAD Series M,Comments,
PARAD,M,PARAD Series M,CP Spares,
PARAD,M,PARAD Series M,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,M,PARAD Series M,ECRs that changed the count,
PARAD,M,PARAD Series M,Global Spares,
PARAD,M,PARAD Series M,Instrument Configuration,
PARAD,M,PARAD Series M,Link to the Specification,
PARAD,M,PARAD Series M,Notes,
PARAD,M,PARAD Series M,PrimaryScienceDiscipline,B
PARAD,M,PARAD Series M,Produces Acoustic Interference,
PARAD,M,PARAD Series M,Ready for 2013?,
PARAD,M,PARAD Series M,RSN O&M Spares,
PARAD,M,PARAD Series M,RSN Part Number,
PARAD,M,PARAD Series M,Susceptible to Acoustic Interference,
PARAD,M,PARAD Series M,"Vendor CLIN, SubCLIN or Model #",
PARAD,N,PARAD Series N,2009 Baseline Price*,
PARAD,N,PARAD Series N,2009 Deployed Instrument Count,21
PARAD,N,PARAD Series N,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,N,PARAD Series N,CE Spares,
PARAD,N,PARAD Series N,CGSN MREFC Spares,
PARAD,N,PARAD Series N,CGSN O&M Spares,
PARAD,N,PARAD Series N,CGSN P/N,
PARAD,N,PARAD Series N,ClassLongName,PAR
PARAD,N,PARAD Series N,Comments,
PARAD,N,PARAD Series N,CP Spares,
PARAD,N,PARAD Series N,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,N,PARAD Series N,ECRs that changed the count,
PARAD,N,PARAD Series N,Global Spares,
PARAD,N,PARAD Series N,Instrument Configuration,
PARAD,N,PARAD Series N,Link to the Specification,
PARAD,N,PARAD Series N,Notes,
PARAD,N,PARAD Series N,PrimaryScienceDiscipline,B
PARAD,N,PARAD Series N,Produces Acoustic Interference,
PARAD,N,PARAD Series N,Ready for 2013?,
PARAD,N,PARAD Series N,RSN O&M Spares,
PARAD,N,PARAD Series N,RSN Part Number,
PARAD,N,PARAD Series N,Susceptible to Acoustic Interference,
PARAD,N,PARAD Series N,"Vendor CLIN, SubCLIN or Model #",
PCO2A,A,PCO2A Series A,2009 Baseline Price*,"$39,300.00"
PCO2A,A,PCO2A Series A,2009 Deployed Instrument Count,10
PCO2A,A,PCO2A Series A,Alternate Instrument Class Name,pCO2 Air-Sea
PCO2A,A,PCO2A Series A,CE Spares,
PCO2A,A,PCO2A Series A,CGSN MREFC Spares,
PCO2A,A,PCO2A Series A,CGSN O&M Spares,
PCO2A,A,PCO2A Series A,CGSN P/N,
PCO2A,A,PCO2A Series A,ClassLongName,pCO2_air-sea
PCO2A,A,PCO2A Series A,Comments,
PCO2A,A,PCO2A Series A,CP Spares,
PCO2A,A,PCO2A Series A,Description,Measures partial pressure of CO2 at the air-sea interface
PCO2A,A,PCO2A Series A,ECRs that changed the count,
PCO2A,A,PCO2A Series A,Global Spares,
PCO2A,A,PCO2A Series A,Instrument Configuration,
PCO2A,A,PCO2A Series A,Link to the Specification,
PCO2A,A,PCO2A Series A,Notes,
PCO2A,A,PCO2A Series A,PrimaryScienceDiscipline,C
PCO2A,A,PCO2A Series A,Produces Acoustic Interference,
PCO2A,A,PCO2A Series A,Ready for 2013?,
PCO2A,A,PCO2A Series A,RSN O&M Spares,
PCO2A,A,PCO2A Series A,RSN Part Number,
PCO2A,A,PCO2A Series A,Susceptible to Acoustic Interference,
PCO2A,A,PCO2A Series A,"Vendor CLIN, SubCLIN or Model #",
PCO2W,A,PCO2W Series A,2009 Baseline Price*,"$18,375.00"
PCO2W,A,PCO2W Series A,2009 Deployed Instrument Count,25
PCO2W,A,PCO2W Series A,Alternate Instrument Class Name,pCO2 Water
PCO2W,A,PCO2W Series A,CE Spares,
PCO2W,A,PCO2W Series A,CGSN MREFC Spares,
PCO2W,A,PCO2W Series A,CGSN O&M Spares,
PCO2W,A,PCO2W Series A,CGSN P/N,
PCO2W,A,PCO2W Series A,ClassLongName,pCO2_water
PCO2W,A,PCO2W Series A,Comments,
PCO2W,A,PCO2W Series A,CP Spares,
PCO2W,A,PCO2W Series A,Description,Measures partial pressure of CO2 in the water column
PCO2W,A,PCO2W Series A,ECRs that changed the count,
PCO2W,A,PCO2W Series A,Global Spares,
PCO2W,A,PCO2W Series A,Instrument Configuration,
PCO2W,A,PCO2W Series A,Link to the Specification,
PCO2W,A,PCO2W Series A,Notes,
PCO2W,A,PCO2W Series A,PrimaryScienceDiscipline,C
PCO2W,A,PCO2W Series A,Produces Acoustic Interference,
PCO2W,A,PCO2W Series A,Ready for 2013?,
PCO2W,A,PCO2W Series A,RSN O&M Spares,
PCO2W,A,PCO2W Series A,RSN Part Number,
PCO2W,A,PCO2W Series A,Susceptible to Acoustic Interference,
PCO2W,A,PCO2W Series A,"Vendor CLIN, SubCLIN or Model #",
PCO2W,B,PCO2W Series B,2009 Baseline Price*,"$18,375.00"
PCO2W,B,PCO2W Series B,2009 Deployed Instrument Count,25
PCO2W,B,PCO2W Series B,Alternate Instrument Class Name,pCO2 Water
PCO2W,B,PCO2W Series B,CE Spares,
PCO2W,B,PCO2W Series B,CGSN MREFC Spares,
PCO2W,B,PCO2W Series B,CGSN O&M Spares,
PCO2W,B,PCO2W Series B,CGSN P/N,
PCO2W,B,PCO2W Series B,ClassLongName,pCO2_water
PCO2W,B,PCO2W Series B,Comments,
PCO2W,B,PCO2W Series B,CP Spares,
PCO2W,B,PCO2W Series B,Description,Measures partial pressure of CO2 in the water column
PCO2W,B,PCO2W Series B,ECRs that changed the count,
PCO2W,B,PCO2W Series B,Global Spares,
PCO2W,B,PCO2W Series B,Instrument Configuration,
PCO2W,B,PCO2W Series B,Link to the Specification,
PCO2W,B,PCO2W Series B,Notes,
PCO2W,B,PCO2W Series B,PrimaryScienceDiscipline,C
PCO2W,B,PCO2W Series B,Produces Acoustic Interference,
PCO2W,B,PCO2W Series B,Ready for 2013?,
PCO2W,B,PCO2W Series B,RSN O&M Spares,
PCO2W,B,PCO2W Series B,RSN Part Number,
PCO2W,B,PCO2W Series B,Susceptible to Acoustic Interference,
PCO2W,B,PCO2W Series B,"Vendor CLIN, SubCLIN or Model #",
PCO2W,C,PCO2W Series C,2009 Baseline Price*,"$18,375.00"
PCO2W,C,PCO2W Series C,2009 Deployed Instrument Count,25
PCO2W,C,PCO2W Series C,Alternate Instrument Class Name,pCO2 Water
PCO2W,C,PCO2W Series C,CE Spares,
PCO2W,C,PCO2W Series C,CGSN MREFC Spares,
PCO2W,C,PCO2W Series C,CGSN O&M Spares,
PCO2W,C,PCO2W Series C,CGSN P/N,
PCO2W,C,PCO2W Series C,ClassLongName,pCO2_water
PCO2W,C,PCO2W Series C,Comments,
PCO2W,C,PCO2W Series C,CP Spares,
PCO2W,C,PCO2W Series C,Description,Measures partial pressure of CO2 in the water column
